I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:925] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: GeForce 940MX
major: 5 minor: 0 memoryClockRate (GHz) 0.8605
pciBusID 0000:01:00.0
Total memory: 1.96GiB
Free memory: 1.76GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: GeForce 940MX, pci bus id: 0000:01:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45427.4141 | Layer 1 | Epoch 1  |
|           100 |    45217.9180 | Layer 1 | Epoch 1  |
|           200 |    44915.3281 | Layer 1 | Epoch 1  |
|           300 |    44617.2266 | Layer 1 | Epoch 1  |
|           400 |    44309.0195 | Layer 1 | Epoch 1  |
|           500 |    44050.0234 | Layer 1 | Epoch 1  |
|           600 |    43773.4141 | Layer 1 | Epoch 1  |
|           700 |    43476.0625 | Layer 1 | Epoch 1  |
|           800 |    43195.9492 | Layer 1 | Epoch 1  |
|           900 |    42974.6641 | Layer 1 | Epoch 1  |
|          1000 |    42693.1133 | Layer 1 | Epoch 1  |
|          1100 |    42419.7305 | Layer 1 | Epoch 1  |
|          1200 |    42201.3555 | Layer 1 | Epoch 1  |
|          1300 |    41917.2266 | Layer 1 | Epoch 1  |
|          1400 |    41698.9844 | Layer 1 | Epoch 1  |
|          1500 |    41506.4805 | Layer 1 | Epoch 1  |
|          1600 |    41288.8711 | Layer 1 | Epoch 1  |
|          1700 |    40964.8125 | Layer 1 | Epoch 1  |
|          1800 |    40781.7461 | Layer 1 | Epoch 1  |
|          1900 |    40532.9727 | Layer 1 | Epoch 1  |
|          2000 |    40359.7031 | Layer 1 | Epoch 1  |
|          2100 |    40148.0508 | Layer 1 | Epoch 1  |
|          2200 |    40010.9453 | Layer 1 | Epoch 1  |
|          2300 |    39767.1016 | Layer 1 | Epoch 1  |
|          2400 |    39532.0156 | Layer 1 | Epoch 1  |
|          2500 |    39325.0000 | Layer 1 | Epoch 1  |
|          2600 |    39166.0977 | Layer 1 | Epoch 1  |
|          2700 |    38928.4648 | Layer 1 | Epoch 1  |
|          2800 |    38889.0625 | Layer 1 | Epoch 1  |
|          2900 |    38547.4766 | Layer 1 | Epoch 1  |
|          3000 |    38437.4648 | Layer 1 | Epoch 1  |
|          3100 |    38337.0586 | Layer 1 | Epoch 2  |
|          3200 |    38050.5703 | Layer 1 | Epoch 2  |
|          3300 |    37874.7852 | Layer 1 | Epoch 2  |
|          3400 |    37724.9062 | Layer 1 | Epoch 2  |
|          3500 |    37675.8828 | Layer 1 | Epoch 2  |
|          3600 |    37581.1719 | Layer 1 | Epoch 2  |
|          3700 |    37343.4102 | Layer 1 | Epoch 2  |
|          3800 |    37126.4258 | Layer 1 | Epoch 2  |
|          3900 |    36959.3164 | Layer 1 | Epoch 2  |
|          4000 |    36916.3984 | Layer 1 | Epoch 2  |
|          4100 |    36634.3008 | Layer 1 | Epoch 2  |
|          4200 |    36638.5781 | Layer 1 | Epoch 2  |
|          4300 |    36372.1445 | Layer 1 | Epoch 2  |
|          4400 |    36331.2148 | Layer 1 | Epoch 2  |
|          4500 |    36104.0195 | Layer 1 | Epoch 2  |
|          4600 |    35956.1211 | Layer 1 | Epoch 2  |
|          4700 |    35860.1758 | Layer 1 | Epoch 2  |
|          4800 |    35809.1328 | Layer 1 | Epoch 2  |
|          4900 |    35537.4688 | Layer 1 | Epoch 2  |
|          5000 |    35536.0703 | Layer 1 | Epoch 2  |
|          5100 |    35399.1289 | Layer 1 | Epoch 2  |
|          5200 |    35312.3789 | Layer 1 | Epoch 2  |
|          5300 |    35210.3125 | Layer 1 | Epoch 2  |
|          5400 |    34994.2305 | Layer 1 | Epoch 2  |
|          5500 |    34768.3516 | Layer 1 | Epoch 2  |
|          5600 |    34659.1328 | Layer 1 | Epoch 2  |
|          5700 |    34745.1172 | Layer 1 | Epoch 2  |
|          5800 |    34450.3828 | Layer 1 | Epoch 2  |
|          5900 |    34442.8906 | Layer 1 | Epoch 2  |
