I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:925] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: GeForce 940MX
major: 5 minor: 0 memoryClockRate (GHz) 0.8605
pciBusID 0000:01:00.0
Total memory: 1.96GiB
Free memory: 1.74GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: GeForce 940MX, pci bus id: 0000:01:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45466.1172 | Layer 1 | Epoch 1  |
|           100 |    44445.7695 | Layer 1 | Epoch 1  |
|           200 |    43040.0859 | Layer 1 | Epoch 1  |
|           300 |    41677.1250 | Layer 1 | Epoch 1  |
|           400 |    40701.9023 | Layer 1 | Epoch 1  |
|           500 |    39678.2891 | Layer 1 | Epoch 1  |
|           600 |    38827.8867 | Layer 1 | Epoch 1  |
|           700 |    38128.8203 | Layer 1 | Epoch 1  |
|           800 |    37318.1641 | Layer 1 | Epoch 1  |
|           900 |    36887.9062 | Layer 1 | Epoch 1  |
|          1000 |    36203.6680 | Layer 1 | Epoch 1  |
|          1100 |    36045.7812 | Layer 1 | Epoch 1  |
|          1200 |    35449.7930 | Layer 1 | Epoch 1  |
|          1300 |    35194.4141 | Layer 1 | Epoch 1  |
|          1400 |    34765.4375 | Layer 1 | Epoch 1  |
|          1500 |    34596.5625 | Layer 1 | Epoch 1  |
|          1600 |    34270.7656 | Layer 1 | Epoch 1  |
|          1700 |    33903.1836 | Layer 1 | Epoch 1  |
|          1800 |    33678.2461 | Layer 1 | Epoch 1  |
|          1900 |    33516.0391 | Layer 1 | Epoch 1  |
|          2000 |    33407.0703 | Layer 1 | Epoch 1  |
|          2100 |    33089.6250 | Layer 1 | Epoch 1  |
|          2200 |    32880.8594 | Layer 1 | Epoch 1  |
|          2300 |    32453.9883 | Layer 1 | Epoch 1  |
|          2400 |    32469.0898 | Layer 1 | Epoch 1  |
|          2500 |    32341.5820 | Layer 1 | Epoch 1  |
|          2600 |    32178.6133 | Layer 1 | Epoch 1  |
|          2700 |    32158.8379 | Layer 1 | Epoch 1  |
|          2800 |    31538.1602 | Layer 1 | Epoch 1  |
|          2900 |    31688.5898 | Layer 1 | Epoch 1  |
|          3000 |    31475.6309 | Layer 1 | Epoch 1  |
|          3100 |    31403.9863 | Layer 1 | Epoch 2  |
|          3200 |    31342.6211 | Layer 1 | Epoch 2  |
|          3300 |    30916.6328 | Layer 1 | Epoch 2  |
|          3400 |    31181.6934 | Layer 1 | Epoch 2  |
|          3500 |    30999.8906 | Layer 1 | Epoch 2  |
|          3600 |    30681.3906 | Layer 1 | Epoch 2  |
|          3700 |    30644.2617 | Layer 1 | Epoch 2  |
|          3800 |    30786.9004 | Layer 1 | Epoch 2  |
|          3900 |    30914.5430 | Layer 1 | Epoch 2  |
|          4000 |    30268.2617 | Layer 1 | Epoch 2  |
|          4100 |    30282.7598 | Layer 1 | Epoch 2  |
|          4200 |    30562.1953 | Layer 1 | Epoch 2  |
|          4300 |    30070.1758 | Layer 1 | Epoch 2  |
|          4400 |    30062.2871 | Layer 1 | Epoch 2  |
|          4500 |    30051.3047 | Layer 1 | Epoch 2  |
|          4600 |    30262.6582 | Layer 1 | Epoch 2  |
|          4700 |    30115.7871 | Layer 1 | Epoch 2  |
|          4800 |    29679.9336 | Layer 1 | Epoch 2  |
|          4900 |    29452.1406 | Layer 1 | Epoch 2  |
|          5000 |    29494.0684 | Layer 1 | Epoch 2  |
|          5100 |    29491.1602 | Layer 1 | Epoch 2  |
|          5200 |    29340.6133 | Layer 1 | Epoch 2  |
|          5300 |    29502.2109 | Layer 1 | Epoch 2  |
|          5400 |    29224.4531 | Layer 1 | Epoch 2  |
|          5500 |    29026.1387 | Layer 1 | Epoch 2  |
|          5600 |    29300.5254 | Layer 1 | Epoch 2  |
|          5700 |    28973.0410 | Layer 1 | Epoch 2  |
|          5800 |    28661.0039 | Layer 1 | Epoch 2  |
|          5900 |    28971.8262 | Layer 1 | Epoch 2  |
|          6000 |    28892.4805 | Layer 1 | Epoch 2  |
|          6100 |    28513.5430 | Layer 1 | Epoch 2  |
|          6200 |    28552.0469 | Layer 1 | Epoch 3  |
|          6300 |    28963.9785 | Layer 1 | Epoch 3  |
|          6400 |    28695.5312 | Layer 1 | Epoch 3  |
|          6500 |    28549.6641 | Layer 1 | Epoch 3  |
|          6600 |    28909.9766 | Layer 1 | Epoch 3  |
|          6700 |    28258.5391 | Layer 1 | Epoch 3  |
|          6800 |    28445.4961 | Layer 1 | Epoch 3  |
|          6900 |    28471.0684 | Layer 1 | Epoch 3  |
|          7000 |    28461.9863 | Layer 1 | Epoch 3  |
|          7100 |    28221.4297 | Layer 1 | Epoch 3  |
|          7200 |    28068.6484 | Layer 1 | Epoch 3  |
|          7300 |    28042.2891 | Layer 1 | Epoch 3  |
|          7400 |    27863.1543 | Layer 1 | Epoch 3  |
|          7500 |    28116.2754 | Layer 1 | Epoch 3  |
|          7600 |    27745.8086 | Layer 1 | Epoch 3  |
|          7700 |    27649.8672 | Layer 1 | Epoch 3  |
|          7800 |    28110.4043 | Layer 1 | Epoch 3  |
|          7900 |    27700.6348 | Layer 1 | Epoch 3  |
|          8000 |    28196.8301 | Layer 1 | Epoch 3  |
|          8100 |    27666.3867 | Layer 1 | Epoch 3  |
