I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:925] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: GeForce 940MX
major: 5 minor: 0 memoryClockRate (GHz) 0.8605
pciBusID 0000:01:00.0
Total memory: 1.96GiB
Free memory: 1.64GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: GeForce 940MX, pci bus id: 0000:01:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    46098.1680 | Layer 1 | Epoch 1  |
|           100 |    38160.3047 | Layer 1 | Epoch 1  |
|           200 |    33857.9844 | Layer 1 | Epoch 1  |
|           300 |    32380.5879 | Layer 1 | Epoch 1  |
|           400 |    31869.1816 | Layer 1 | Epoch 1  |
|           500 |    31182.2188 | Layer 1 | Epoch 1  |
|           600 |    30415.9668 | Layer 1 | Epoch 1  |
|           700 |    30453.2090 | Layer 1 | Epoch 1  |
|           800 |    30298.0723 | Layer 1 | Epoch 1  |
|           900 |    29809.4062 | Layer 1 | Epoch 1  |
|          1000 |    29306.3418 | Layer 1 | Epoch 1  |
|          1100 |    29188.1172 | Layer 1 | Epoch 1  |
|          1200 |    29057.2578 | Layer 1 | Epoch 1  |
|          1300 |    28986.8281 | Layer 1 | Epoch 1  |
|          1400 |    28897.6777 | Layer 1 | Epoch 1  |
|          1500 |    28854.3242 | Layer 1 | Epoch 1  |
|          1600 |    28399.3320 | Layer 1 | Epoch 1  |
|          1700 |    28378.5625 | Layer 1 | Epoch 1  |
|          1800 |    28338.5547 | Layer 1 | Epoch 1  |
|          1900 |    28048.8203 | Layer 1 | Epoch 1  |
|          2000 |    27971.7695 | Layer 1 | Epoch 1  |
|          2100 |    27883.2598 | Layer 1 | Epoch 1  |
|          2200 |    27543.7832 | Layer 1 | Epoch 1  |
|          2300 |    27514.5586 | Layer 1 | Epoch 1  |
