I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:925] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: GeForce 940MX
major: 5 minor: 0 memoryClockRate (GHz) 0.8605
pciBusID 0000:01:00.0
Total memory: 1.96GiB
Free memory: 1.72GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: GeForce 940MX, pci bus id: 0000:01:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    46121.3984 | Layer 1 | Epoch 1  |
|           100 |    38333.5312 | Layer 1 | Epoch 1  |
|           200 |    33832.5625 | Layer 1 | Epoch 1  |
|           300 |    32453.0898 | Layer 1 | Epoch 1  |
|           400 |    31619.8223 | Layer 1 | Epoch 1  |
|           500 |    30954.9531 | Layer 1 | Epoch 1  |
|           600 |    30795.1504 | Layer 1 | Epoch 1  |
|           700 |    30105.9375 | Layer 1 | Epoch 1  |
|           800 |    29695.9414 | Layer 1 | Epoch 1  |
|           900 |    29833.7148 | Layer 1 | Epoch 1  |
|          1000 |    29522.8711 | Layer 1 | Epoch 1  |
|          1100 |    29341.8770 | Layer 1 | Epoch 1  |
|          1200 |    28919.1836 | Layer 1 | Epoch 1  |
|          1300 |    28788.8145 | Layer 1 | Epoch 1  |
|          1400 |    28996.2617 | Layer 1 | Epoch 1  |
|          1500 |    28443.3789 | Layer 1 | Epoch 1  |
|          1600 |    28303.6465 | Layer 1 | Epoch 1  |
|          1700 |    28292.0762 | Layer 1 | Epoch 1  |
|          1800 |    28463.3672 | Layer 1 | Epoch 1  |
|          1900 |    28236.1562 | Layer 1 | Epoch 1  |
|          2000 |    28026.6641 | Layer 1 | Epoch 1  |
|          2100 |    27806.5977 | Layer 1 | Epoch 1  |
|          2200 |    27694.6953 | Layer 1 | Epoch 1  |
|          2300 |    27360.0000 | Layer 1 | Epoch 1  |
|          2400 |    27648.0938 | Layer 1 | Epoch 1  |
|          2500 |    27384.8105 | Layer 1 | Epoch 1  |
|          2600 |    27252.8359 | Layer 1 | Epoch 1  |
|          2700 |    26997.2598 | Layer 1 | Epoch 1  |
|          2800 |    27021.0898 | Layer 1 | Epoch 1  |
|          2900 |    27112.2930 | Layer 1 | Epoch 1  |
|          3000 |    26933.3516 | Layer 1 | Epoch 1  |
|          3100 |    26805.8145 | Layer 1 | Epoch 2  |
|          3200 |    26782.1309 | Layer 1 | Epoch 2  |
|          3300 |    26598.4805 | Layer 1 | Epoch 2  |
|          3400 |    26527.7422 | Layer 1 | Epoch 2  |
|          3500 |    26593.0703 | Layer 1 | Epoch 2  |
|          3600 |    26462.7578 | Layer 1 | Epoch 2  |
|          3700 |    26324.7090 | Layer 1 | Epoch 2  |
|          3800 |    26352.8203 | Layer 1 | Epoch 2  |
|          3900 |    26405.1621 | Layer 1 | Epoch 2  |
|          4000 |    25925.2012 | Layer 1 | Epoch 2  |
|          4100 |    26474.8984 | Layer 1 | Epoch 2  |
|          4200 |    25928.1504 | Layer 1 | Epoch 2  |
|          4300 |    25983.4668 | Layer 1 | Epoch 2  |
|          4400 |    26306.1934 | Layer 1 | Epoch 2  |
|          4500 |    25830.0605 | Layer 1 | Epoch 2  |
|          4600 |    25814.6934 | Layer 1 | Epoch 2  |
|          4700 |    25780.0703 | Layer 1 | Epoch 2  |
|          4800 |    25449.6523 | Layer 1 | Epoch 2  |
|          4900 |    25640.2305 | Layer 1 | Epoch 2  |
|          5000 |    25492.3418 | Layer 1 | Epoch 2  |
|          5100 |    25448.6348 | Layer 1 | Epoch 2  |
|          5200 |    25214.6328 | Layer 1 | Epoch 2  |
|          5300 |    25238.8906 | Layer 1 | Epoch 2  |
|          5400 |    25460.9141 | Layer 1 | Epoch 2  |
|          5500 |    25318.2715 | Layer 1 | Epoch 2  |
|          5600 |    25293.7129 | Layer 1 | Epoch 2  |
|          5700 |    24980.4902 | Layer 1 | Epoch 2  |
|          5800 |    24871.9180 | Layer 1 | Epoch 2  |
|          5900 |    24885.8027 | Layer 1 | Epoch 2  |
|          6000 |    25164.9785 | Layer 1 | Epoch 2  |
|          6100 |    25045.1152 | Layer 1 | Epoch 2  |
|          6200 |    24728.5625 | Layer 1 | Epoch 3  |
|          6300 |    24918.6602 | Layer 1 | Epoch 3  |
|          6400 |    24614.8281 | Layer 1 | Epoch 3  |
|          6500 |    24623.6934 | Layer 1 | Epoch 3  |
|          6600 |    24561.3027 | Layer 1 | Epoch 3  |
|          6700 |    24668.7266 | Layer 1 | Epoch 3  |
|          6800 |    24355.7344 | Layer 1 | Epoch 3  |
|          6900 |    24291.5117 | Layer 1 | Epoch 3  |
|          7000 |    24357.0156 | Layer 1 | Epoch 3  |
|          7100 |    24280.2695 | Layer 1 | Epoch 3  |
|          7200 |    24103.8086 | Layer 1 | Epoch 3  |
|          7300 |    24230.6914 | Layer 1 | Epoch 3  |
|          7400 |    24033.3672 | Layer 1 | Epoch 3  |
|          7500 |    24193.0137 | Layer 1 | Epoch 3  |
|          7600 |    24263.2637 | Layer 1 | Epoch 3  |
|          7700 |    23903.7500 | Layer 1 | Epoch 3  |
|          7800 |    23901.5039 | Layer 1 | Epoch 3  |
|          7900 |    23988.1465 | Layer 1 | Epoch 3  |
|          8000 |    24075.7246 | Layer 1 | Epoch 3  |
|          8100 |    23764.5273 | Layer 1 | Epoch 3  |
|          8200 |    23832.3203 | Layer 1 | Epoch 3  |
|          8300 |    23691.8086 | Layer 1 | Epoch 3  |
|          8400 |    23829.5371 | Layer 1 | Epoch 3  |
|          8500 |    23852.0391 | Layer 1 | Epoch 3  |
|          8600 |    23724.2754 | Layer 1 | Epoch 3  |
|          8700 |    23548.1680 | Layer 1 | Epoch 3  |
|          8800 |    23605.0117 | Layer 1 | Epoch 3  |
|          8900 |    23330.4902 | Layer 1 | Epoch 3  |
|          9000 |    23432.4102 | Layer 1 | Epoch 3  |
|          9100 |    23627.2852 | Layer 1 | Epoch 3  |
|          9200 |    23347.4414 | Layer 1 | Epoch 3  |
|          9300 |    23112.0195 | Layer 1 | Epoch 4  |
|          9400 |    23475.8906 | Layer 1 | Epoch 4  |
|          9500 |    23186.7422 | Layer 1 | Epoch 4  |
|          9600 |    23302.5664 | Layer 1 | Epoch 4  |
|          9700 |    23260.6504 | Layer 1 | Epoch 4  |
|          9800 |    23238.3262 | Layer 1 | Epoch 4  |
|          9900 |    23204.1445 | Layer 1 | Epoch 4  |
|         10000 |    23160.5684 | Layer 1 | Epoch 4  |
|         10100 |    23097.9434 | Layer 1 | Epoch 4  |
|         10200 |    22842.3633 | Layer 1 | Epoch 4  |
|         10300 |    23037.7754 | Layer 1 | Epoch 4  |
|         10400 |    22901.7051 | Layer 1 | Epoch 4  |
|         10500 |    23244.9707 | Layer 1 | Epoch 4  |
|         10600 |    23010.3535 | Layer 1 | Epoch 4  |
|         10700 |    23151.2969 | Layer 1 | Epoch 4  |
|         10800 |    22817.1680 | Layer 1 | Epoch 4  |
|         10900 |    22795.0723 | Layer 1 | Epoch 4  |
