I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:925] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: GeForce 940MX
major: 5 minor: 0 memoryClockRate (GHz) 0.8605
pciBusID 0000:01:00.0
Total memory: 1.96GiB
Free memory: 1.80GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: GeForce 940MX, pci bus id: 0000:01:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45478.5195 | Layer 1 | Epoch 1  |
|           100 |    44505.0703 | Layer 1 | Epoch 1  |
|           200 |    43096.7656 | Layer 1 | Epoch 1  |
|           300 |    41766.0938 | Layer 1 | Epoch 1  |
|           400 |    40665.5391 | Layer 1 | Epoch 1  |
|           500 |    39897.2148 | Layer 1 | Epoch 1  |
|           600 |    38762.3320 | Layer 1 | Epoch 1  |
|           700 |    38246.8320 | Layer 1 | Epoch 1  |
|           800 |    37475.8359 | Layer 1 | Epoch 1  |
|           900 |    37177.4414 | Layer 1 | Epoch 1  |
|          1000 |    36459.0234 | Layer 1 | Epoch 1  |
|          1100 |    36023.3906 | Layer 1 | Epoch 1  |
|          1200 |    35680.2266 | Layer 1 | Epoch 1  |
|          1300 |    35227.0156 | Layer 1 | Epoch 1  |
|          1400 |    34857.3203 | Layer 1 | Epoch 1  |
|          1500 |    34510.5977 | Layer 1 | Epoch 1  |
|          1600 |    34258.0078 | Layer 1 | Epoch 1  |
|          1700 |    34116.4102 | Layer 1 | Epoch 1  |
|          1800 |    33856.0977 | Layer 1 | Epoch 1  |
|          1900 |    33761.1836 | Layer 1 | Epoch 1  |
|          2000 |    33323.7422 | Layer 1 | Epoch 1  |
|          2100 |    33020.9727 | Layer 1 | Epoch 1  |
|          2200 |    32924.7969 | Layer 1 | Epoch 1  |
|          2300 |    32955.8984 | Layer 1 | Epoch 1  |
|          2400 |    32669.9844 | Layer 1 | Epoch 1  |
|          2500 |    32855.8203 | Layer 1 | Epoch 1  |
|          2600 |    32261.9473 | Layer 1 | Epoch 1  |
|          2700 |    32158.5254 | Layer 1 | Epoch 1  |
|          2800 |    32230.2812 | Layer 1 | Epoch 1  |
|          2900 |    32012.2695 | Layer 1 | Epoch 1  |
|          3000 |    31808.9766 | Layer 1 | Epoch 1  |
|          3100 |    31541.4902 | Layer 1 | Epoch 2  |
|          3200 |    31630.9805 | Layer 1 | Epoch 2  |
|          3300 |    31300.0449 | Layer 1 | Epoch 2  |
|          3400 |    31317.0137 | Layer 1 | Epoch 2  |
|          3500 |    31152.4844 | Layer 1 | Epoch 2  |
|          3600 |    30777.2363 | Layer 1 | Epoch 2  |
|          3700 |    31003.7207 | Layer 1 | Epoch 2  |
|          3800 |    30819.4141 | Layer 1 | Epoch 2  |
|          3900 |    30411.3008 | Layer 1 | Epoch 2  |
|          4000 |    30557.8125 | Layer 1 | Epoch 2  |
|          4100 |    30665.6582 | Layer 1 | Epoch 2  |
|          4200 |    30515.5391 | Layer 1 | Epoch 2  |
|          4300 |    30533.7461 | Layer 1 | Epoch 2  |
|          4400 |    30412.1250 | Layer 1 | Epoch 2  |
|          4500 |    30321.6504 | Layer 1 | Epoch 2  |
|          4600 |    30382.9512 | Layer 1 | Epoch 2  |
|          4700 |    30490.3574 | Layer 1 | Epoch 2  |
|          4800 |    29784.5547 | Layer 1 | Epoch 2  |
|          4900 |    29832.5137 | Layer 1 | Epoch 2  |
|          5000 |    29885.3223 | Layer 1 | Epoch 2  |
|          5100 |    29820.7520 | Layer 1 | Epoch 2  |
|          5200 |    29516.1504 | Layer 1 | Epoch 2  |
|          5300 |    29518.3691 | Layer 1 | Epoch 2  |
|          5400 |    29592.8691 | Layer 1 | Epoch 2  |
|          5500 |    29455.8652 | Layer 1 | Epoch 2  |
|          5600 |    29499.4570 | Layer 1 | Epoch 2  |
|          5700 |    29341.0781 | Layer 1 | Epoch 2  |
|          5800 |    29306.2656 | Layer 1 | Epoch 2  |
|          5900 |    29200.2207 | Layer 1 | Epoch 2  |
|          6000 |    29309.1855 | Layer 1 | Epoch 2  |
|          6100 |    29024.4746 | Layer 1 | Epoch 2  |
|          6200 |    28906.1934 | Layer 1 | Epoch 3  |
|          6300 |    28934.1973 | Layer 1 | Epoch 3  |
|          6400 |    28821.3828 | Layer 1 | Epoch 3  |
|          6500 |    28524.1953 | Layer 1 | Epoch 3  |
|          6600 |    28765.9434 | Layer 1 | Epoch 3  |
|          6700 |    28599.7656 | Layer 1 | Epoch 3  |
|          6800 |    28422.0938 | Layer 1 | Epoch 3  |
|          6900 |    28671.3242 | Layer 1 | Epoch 3  |
|          7000 |    28449.5195 | Layer 1 | Epoch 3  |
|          7100 |    28518.7793 | Layer 1 | Epoch 3  |
|          7200 |    28427.5684 | Layer 1 | Epoch 3  |
|          7300 |    28369.3555 | Layer 1 | Epoch 3  |
|          7400 |    28181.0332 | Layer 1 | Epoch 3  |
|          7500 |    28046.7012 | Layer 1 | Epoch 3  |
|          7600 |    28154.7734 | Layer 1 | Epoch 3  |
|          7700 |    27972.1855 | Layer 1 | Epoch 3  |
|          7800 |    28473.0176 | Layer 1 | Epoch 3  |
|          7900 |    28020.3008 | Layer 1 | Epoch 3  |
|          8000 |    27728.5957 | Layer 1 | Epoch 3  |
|          8100 |    28007.1406 | Layer 1 | Epoch 3  |
|          8200 |    27904.5098 | Layer 1 | Epoch 3  |
|          8300 |    28138.3047 | Layer 1 | Epoch 3  |
|          8400 |    27718.4766 | Layer 1 | Epoch 3  |
|          8500 |    27611.2109 | Layer 1 | Epoch 3  |
|          8600 |    27635.2070 | Layer 1 | Epoch 3  |
|          8700 |    27532.0918 | Layer 1 | Epoch 3  |
|          8800 |    27618.1387 | Layer 1 | Epoch 3  |
|          8900 |    27567.0371 | Layer 1 | Epoch 3  |
|          9000 |    27536.7578 | Layer 1 | Epoch 3  |
|          9100 |    27714.3008 | Layer 1 | Epoch 3  |
|          9200 |    27206.0664 | Layer 1 | Epoch 3  |
|          9300 |    27377.2520 | Layer 1 | Epoch 4  |
|          9400 |    27368.6602 | Layer 1 | Epoch 4  |
|          9500 |    27276.0996 | Layer 1 | Epoch 4  |
|          9600 |    26919.6797 | Layer 1 | Epoch 4  |
|          9700 |    26892.6035 | Layer 1 | Epoch 4  |
|          9800 |    26961.9609 | Layer 1 | Epoch 4  |
|          9900 |    27373.7422 | Layer 1 | Epoch 4  |
|         10000 |    27018.8047 | Layer 1 | Epoch 4  |
|         10100 |    26811.3672 | Layer 1 | Epoch 4  |
|         10200 |    27341.2949 | Layer 1 | Epoch 4  |
|         10300 |    27226.5527 | Layer 1 | Epoch 4  |
|         10400 |    26660.7969 | Layer 1 | Epoch 4  |
|         10500 |    26712.8477 | Layer 1 | Epoch 4  |
|         10600 |    26313.7539 | Layer 1 | Epoch 4  |
|         10700 |    26622.3340 | Layer 1 | Epoch 4  |
|         10800 |    27022.3203 | Layer 1 | Epoch 4  |
|         10900 |    26574.2246 | Layer 1 | Epoch 4  |
|         11000 |    26915.2441 | Layer 1 | Epoch 4  |
|         11100 |    26184.8691 | Layer 1 | Epoch 4  |
|         11200 |    26577.7520 | Layer 1 | Epoch 4  |
|         11300 |    26718.1152 | Layer 1 | Epoch 4  |
|         11400 |    26602.7637 | Layer 1 | Epoch 4  |
|         11500 |    26759.6367 | Layer 1 | Epoch 4  |
|         11600 |    26391.4023 | Layer 1 | Epoch 4  |
|         11700 |    26543.0840 | Layer 1 | Epoch 4  |
|         11800 |    26528.6992 | Layer 1 | Epoch 4  |
|         11900 |    26167.4785 | Layer 1 | Epoch 4  |
|         12000 |    26675.9160 | Layer 1 | Epoch 4  |
|         12100 |    25900.8828 | Layer 1 | Epoch 4  |
|         12200 |    26191.5566 | Layer 1 | Epoch 4  |
|         12300 |    26310.4902 | Layer 1 | Epoch 4  |
|         12400 |    25999.5547 | Layer 1 | Epoch 5  |
|         12500 |    26130.8301 | Layer 1 | Epoch 5  |
|         12600 |    26252.5215 | Layer 1 | Epoch 5  |
|         12700 |    26339.2656 | Layer 1 | Epoch 5  |
|         12800 |    25976.3926 | Layer 1 | Epoch 5  |
|         12900 |    25580.7051 | Layer 1 | Epoch 5  |
|         13000 |    25827.9277 | Layer 1 | Epoch 5  |
|         13100 |    25733.7441 | Layer 1 | Epoch 5  |
|         13200 |    25711.4219 | Layer 1 | Epoch 5  |
|         13300 |    25809.8750 | Layer 1 | Epoch 5  |
|         13400 |    25925.1211 | Layer 1 | Epoch 5  |
|         13500 |    25551.9863 | Layer 1 | Epoch 5  |
|         13600 |    26056.4160 | Layer 1 | Epoch 5  |
|         13700 |    25601.2070 | Layer 1 | Epoch 5  |
|         13800 |    25774.0547 | Layer 1 | Epoch 5  |
|         13900 |    25588.2305 | Layer 1 | Epoch 5  |
|         14000 |    25316.8809 | Layer 1 | Epoch 5  |
|         14100 |    25424.5742 | Layer 1 | Epoch 5  |
|         14200 |    25511.2617 | Layer 1 | Epoch 5  |
|         14300 |    25650.5957 | Layer 1 | Epoch 5  |
|         14400 |    25289.0293 | Layer 1 | Epoch 5  |
|         14500 |    25620.3574 | Layer 1 | Epoch 5  |
|         14600 |    25573.2695 | Layer 1 | Epoch 5  |
|         14700 |    25621.1445 | Layer 1 | Epoch 5  |
|         14800 |    25451.4531 | Layer 1 | Epoch 5  |
|         14900 |    25382.0879 | Layer 1 | Epoch 5  |
|         15000 |    25252.3203 | Layer 1 | Epoch 5  |
|         15100 |    25224.0977 | Layer 1 | Epoch 5  |
|         15200 |    25092.4961 | Layer 1 | Epoch 5  |
|         15300 |    25184.7109 | Layer 1 | Epoch 5  |
|         15400 |    25298.5586 | Layer 1 | Epoch 5  |
|         15500 |    25291.1270 | Layer 1 | Epoch 6  |
|         15600 |    25342.3477 | Layer 1 | Epoch 6  |
|         15700 |    24933.2051 | Layer 1 | Epoch 6  |
|         15800 |    25138.0527 | Layer 1 | Epoch 6  |
|         15900 |    25343.5039 | Layer 1 | Epoch 6  |
|         16000 |    24960.9062 | Layer 1 | Epoch 6  |
|         16100 |    24897.2598 | Layer 1 | Epoch 6  |
|         16200 |    24754.1523 | Layer 1 | Epoch 6  |
|         16300 |    24814.5059 | Layer 1 | Epoch 6  |
|         16400 |    25474.5703 | Layer 1 | Epoch 6  |
|         16500 |    24806.1660 | Layer 1 | Epoch 6  |
|         16600 |    24613.9141 | Layer 1 | Epoch 6  |
|         16700 |    24962.0410 | Layer 1 | Epoch 6  |
|         16800 |    24748.1016 | Layer 1 | Epoch 6  |
|         16900 |    24496.8008 | Layer 1 | Epoch 6  |
|         17000 |    24682.8438 | Layer 1 | Epoch 6  |
|         17100 |    24703.2773 | Layer 1 | Epoch 6  |
|         17200 |    24582.2070 | Layer 1 | Epoch 6  |
|         17300 |    24544.9961 | Layer 1 | Epoch 6  |
|         17400 |    24388.5352 | Layer 1 | Epoch 6  |
|         17500 |    24609.8105 | Layer 1 | Epoch 6  |
|         17600 |    24314.9688 | Layer 1 | Epoch 6  |
|         17700 |    24781.5859 | Layer 1 | Epoch 6  |
|         17800 |    24392.1328 | Layer 1 | Epoch 6  |
|         17900 |    24533.6348 | Layer 1 | Epoch 6  |
|         18000 |    24256.1250 | Layer 1 | Epoch 6  |
|         18100 |    24501.4531 | Layer 1 | Epoch 6  |
|         18200 |    24433.0508 | Layer 1 | Epoch 6  |
|         18300 |    24286.9238 | Layer 1 | Epoch 6  |
|         18400 |    24352.6504 | Layer 1 | Epoch 6  |
|         18500 |    24405.1113 | Layer 1 | Epoch 6  |
|         18600 |    24368.9609 | Layer 1 | Epoch 7  |
|         18700 |    24054.2891 | Layer 1 | Epoch 7  |
|         18800 |    23869.8086 | Layer 1 | Epoch 7  |
|         18900 |    24075.3398 | Layer 1 | Epoch 7  |
|         19000 |    24275.9238 | Layer 1 | Epoch 7  |
|         19100 |    24629.9551 | Layer 1 | Epoch 7  |
|         19200 |    24239.0000 | Layer 1 | Epoch 7  |
|         19300 |    24350.7129 | Layer 1 | Epoch 7  |
|         19400 |    23918.0215 | Layer 1 | Epoch 7  |
|         19500 |    24016.0742 | Layer 1 | Epoch 7  |
|         19600 |    24259.8047 | Layer 1 | Epoch 7  |
|         19700 |    24135.1348 | Layer 1 | Epoch 7  |
|         19800 |    23892.1250 | Layer 1 | Epoch 7  |
|         19900 |    24099.2793 | Layer 1 | Epoch 7  |
|         20000 |    24069.5781 | Layer 1 | Epoch 7  |
|         20100 |    24003.5742 | Layer 1 | Epoch 7  |
|         20200 |    24027.5977 | Layer 1 | Epoch 7  |
|         20300 |    24165.4980 | Layer 1 | Epoch 7  |
|         20400 |    23650.0859 | Layer 1 | Epoch 7  |
|         20500 |    24013.4805 | Layer 1 | Epoch 7  |
|         20600 |    23865.2598 | Layer 1 | Epoch 7  |
|         20700 |    23889.6133 | Layer 1 | Epoch 7  |
|         20800 |    23816.0293 | Layer 1 | Epoch 7  |
|         20900 |    23565.6055 | Layer 1 | Epoch 7  |
|         21000 |    23826.0820 | Layer 1 | Epoch 7  |
|         21100 |    23661.8047 | Layer 1 | Epoch 7  |
|         21200 |    23847.0918 | Layer 1 | Epoch 7  |
|         21300 |    23492.6602 | Layer 1 | Epoch 7  |
|         21400 |    24053.9297 | Layer 1 | Epoch 7  |
|         21500 |    24013.7578 | Layer 1 | Epoch 7  |
|         21600 |    23666.2344 | Layer 1 | Epoch 7  |
|         21700 |    24182.7012 | Layer 1 | Epoch 8  |
|         21800 |    23625.0078 | Layer 1 | Epoch 8  |
|         21900 |    23443.6113 | Layer 1 | Epoch 8  |
|         22000 |    23685.6699 | Layer 1 | Epoch 8  |
|         22100 |    23676.8438 | Layer 1 | Epoch 8  |
|         22200 |    23270.3750 | Layer 1 | Epoch 8  |
|         22300 |    23487.5742 | Layer 1 | Epoch 8  |
|         22400 |    23619.9707 | Layer 1 | Epoch 8  |
|         22500 |    23855.7344 | Layer 1 | Epoch 8  |
|         22600 |    23544.7871 | Layer 1 | Epoch 8  |
|         22700 |    23402.1289 | Layer 1 | Epoch 8  |
|         22800 |    23787.0840 | Layer 1 | Epoch 8  |
|         22900 |    23393.5391 | Layer 1 | Epoch 8  |
|         23000 |    23292.1816 | Layer 1 | Epoch 8  |
|         23100 |    23432.3223 | Layer 1 | Epoch 8  |
|         23200 |    23292.0156 | Layer 1 | Epoch 8  |
|         23300 |    23066.4922 | Layer 1 | Epoch 8  |
|         23400 |    23279.7188 | Layer 1 | Epoch 8  |
|         23500 |    23250.9375 | Layer 1 | Epoch 8  |
|         23600 |    23279.8066 | Layer 1 | Epoch 8  |
|         23700 |    23366.2773 | Layer 1 | Epoch 8  |
|         23800 |    23145.4395 | Layer 1 | Epoch 8  |
|         23900 |    23066.7988 | Layer 1 | Epoch 8  |
|         24000 |    23101.9746 | Layer 1 | Epoch 8  |
|         24100 |    23069.2773 | Layer 1 | Epoch 8  |
|         24200 |    23246.1465 | Layer 1 | Epoch 8  |
|         24300 |    23245.9727 | Layer 1 | Epoch 8  |
|         24400 |    23129.1445 | Layer 1 | Epoch 8  |
