I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB
major: 6 minor: 0 memoryClockRate (GHz) 1.3285
pciBusID 0000:03:00.0
Total memory: 15.89GiB
Free memory: 15.34GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:03:00.0)
['S01', 'S02', 'S03']
['S05']
['S04']
Loading images  ../dataset/*.jpeg ['S01', 'S02', 'S03']
Number of images: 18600
Number of rows: 256
Number of cols: 256
Dataset array size:  (18600, 256, 256, 1)
Loading images  ../dataset/*.jpeg ['S05']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
Loading images  ../dataset/*.jpeg ['S04']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(18600, 256, 256, 1)
(6200, 256, 256, 1)
(6200, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45551.3438 | Layer 1 | Epoch 1  |
|           100 |    43586.5078 | Layer 1 | Epoch 1  |
|           200 |    40591.1328 | Layer 1 | Epoch 1  |
|           300 |    38679.8164 | Layer 1 | Epoch 1  |
|           400 |    37452.9375 | Layer 1 | Epoch 1  |
|           500 |    36176.0781 | Layer 1 | Epoch 1  |
|           600 |    35617.9453 | Layer 1 | Epoch 1  |
|           700 |    34893.2305 | Layer 1 | Epoch 1  |
|           800 |    34452.8359 | Layer 1 | Epoch 1  |
|           900 |    34015.8633 | Layer 1 | Epoch 1  |
|          1000 |    33625.5469 | Layer 1 | Epoch 1  |
|          1100 |    33283.2266 | Layer 1 | Epoch 1  |
|          1200 |    33038.1133 | Layer 1 | Epoch 1  |
|          1300 |    32818.4844 | Layer 1 | Epoch 1  |
|          1400 |    32831.3398 | Layer 1 | Epoch 1  |
|          1500 |    32552.9453 | Layer 1 | Epoch 1  |
|          1600 |    32503.3438 | Layer 1 | Epoch 1  |
|          1700 |    32074.3887 | Layer 1 | Epoch 1  |
|          1800 |    31630.9688 | Layer 1 | Epoch 1  |
|          1900 |    31715.8711 | Layer 1 | Epoch 1  |
|          2000 |    31390.0977 | Layer 1 | Epoch 1  |
|          2100 |    31646.3887 | Layer 1 | Epoch 1  |
|          2200 |    31472.3125 | Layer 1 | Epoch 1  |
|          2300 |    31280.5645 | Layer 1 | Epoch 1  |
|          2400 |    30939.8066 | Layer 1 | Epoch 1  |
|          2500 |    31075.0000 | Layer 1 | Epoch 1  |
|          2600 |    30621.6758 | Layer 1 | Epoch 1  |
|          2700 |    30586.8711 | Layer 1 | Epoch 1  |
|          2800 |    30709.6270 | Layer 1 | Epoch 1  |
|          2900 |    30596.8750 | Layer 1 | Epoch 1  |
|          3000 |    30687.3105 | Layer 1 | Epoch 1  |
|          3100 |    30448.7031 | Layer 1 | Epoch 1  |
|          3200 |    30359.2930 | Layer 1 | Epoch 1  |
|          3300 |    30501.5254 | Layer 1 | Epoch 1  |
|          3400 |    30145.8359 | Layer 1 | Epoch 1  |
|          3500 |    29641.6270 | Layer 1 | Epoch 1  |
|          3600 |    29841.0879 | Layer 1 | Epoch 1  |
|          3700 |    29796.3398 | Layer 1 | Epoch 1  |
|          3800 |    29627.3945 | Layer 1 | Epoch 1  |
|          3900 |    29421.6738 | Layer 1 | Epoch 1  |
|          4000 |    29598.4648 | Layer 1 | Epoch 1  |
|          4100 |    29798.2148 | Layer 1 | Epoch 1  |
|          4200 |    29494.0820 | Layer 1 | Epoch 1  |
|          4300 |    29240.1934 | Layer 1 | Epoch 1  |
|          4400 |    29260.0273 | Layer 1 | Epoch 1  |
|          4500 |    29135.0586 | Layer 1 | Epoch 1  |
|          4600 |    29041.9453 | Layer 1 | Epoch 1  |
|          4700 |    29051.9297 | Layer 1 | Epoch 1  |
|          4800 |    28956.5586 | Layer 1 | Epoch 1  |
|          4900 |    29110.7109 | Layer 1 | Epoch 1  |
|          5000 |    28970.8867 | Layer 1 | Epoch 1  |
|          5100 |    28648.0703 | Layer 1 | Epoch 1  |
|          5200 |    28638.4453 | Layer 1 | Epoch 1  |
|          5300 |    28470.1602 | Layer 1 | Epoch 1  |
|          5400 |    28412.4863 | Layer 1 | Epoch 1  |
|          5500 |    28375.3477 | Layer 1 | Epoch 1  |
|          5600 |    28450.7578 | Layer 1 | Epoch 1  |
|          5700 |    28669.3340 | Layer 1 | Epoch 1  |
|          5800 |    28311.1641 | Layer 1 | Epoch 1  |
|          5900 |    28483.7227 | Layer 1 | Epoch 1  |
|          6000 |    28418.0547 | Layer 1 | Epoch 1  |
|          6100 |    28307.1914 | Layer 1 | Epoch 1  |
|          6200 |    27829.0938 | Layer 1 | Epoch 1  |
|          6300 |    28029.9648 | Layer 1 | Epoch 1  |
|          6400 |    27980.4590 | Layer 1 | Epoch 1  |
|          6500 |    28021.9785 | Layer 1 | Epoch 1  |
|          6600 |    27928.0859 | Layer 1 | Epoch 1  |
|          6700 |    27895.8047 | Layer 1 | Epoch 1  |
|          6800 |    27915.6191 | Layer 1 | Epoch 1  |
|          6900 |    27642.8672 | Layer 1 | Epoch 1  |
|          7000 |    27705.6094 | Layer 1 | Epoch 1  |
|          7100 |    27492.0234 | Layer 1 | Epoch 1  |
|          7200 |    27757.9375 | Layer 1 | Epoch 1  |
|          7300 |    27428.5117 | Layer 1 | Epoch 1  |
|          7400 |    27528.6992 | Layer 1 | Epoch 1  |
|          7500 |    27440.3438 | Layer 1 | Epoch 1  |
|          7600 |    27472.9766 | Layer 1 | Epoch 1  |
|          7700 |    27083.6094 | Layer 1 | Epoch 1  |
|          7800 |    27094.6035 | Layer 1 | Epoch 1  |
|          7900 |    27238.6660 | Layer 1 | Epoch 1  |
|          8000 |    27133.4062 | Layer 1 | Epoch 1  |
|          8100 |    27041.3418 | Layer 1 | Epoch 1  |
|          8200 |    27075.7500 | Layer 1 | Epoch 1  |
|          8300 |    26961.4648 | Layer 1 | Epoch 1  |
|          8400 |    27036.5527 | Layer 1 | Epoch 1  |
|          8500 |    26843.1289 | Layer 1 | Epoch 1  |
|          8600 |    26903.3828 | Layer 1 | Epoch 1  |
|          8700 |    26632.8477 | Layer 1 | Epoch 1  |
|          8800 |    26749.9512 | Layer 1 | Epoch 1  |
|          8900 |    26865.1621 | Layer 1 | Epoch 1  |
|          9000 |    26604.1523 | Layer 1 | Epoch 1  |
|          9100 |    26683.1387 | Layer 1 | Epoch 1  |
|          9200 |    26372.4258 | Layer 1 | Epoch 1  |
|          9300 |    26360.2422 | Layer 1 | Epoch 1  |
|          9400 |    26477.5781 | Layer 1 | Epoch 1  |
|          9500 |    26099.8770 | Layer 1 | Epoch 1  |
|          9600 |    26315.1016 | Layer 1 | Epoch 1  |
|          9700 |    26264.9219 | Layer 1 | Epoch 1  |
|          9800 |    26248.7383 | Layer 1 | Epoch 1  |
|          9900 |    26321.8496 | Layer 1 | Epoch 1  |
