Wall time,Step,Value
1491332437.060591,300,43.62507629394531
1491332469.103659,500,42.01504898071289
1491332514.961359,800,39.68889617919922
1491332654.516529,1700,33.232505798339844
1491332685.367005,1900,31.768173217773438
1491332715.935785,2100,31.24505615234375
1491332762.702554,2400,29.774072647094727
1491332809.179883,2700,29.194156646728516
1491332839.930668,2900,28.869674682617188
1491332979.526522,3800,26.80647850036621
1491333026.266203,4100,26.325651168823242
1491333040.981074,4200,25.746870040893555
1491333103.530628,4600,25.935623168945312
1491333180.554619,5100,24.979557037353516
1491333211.032284,5300,24.96814727783203
1491333226.918149,5400,24.349197387695312
1491333257.651588,5600,24.212303161621094
1491333272.335492,5700,24.338014602661133
1491333304.075417,5900,24.464548110961914
1491333473.555166,7000,23.636991500854492
1491333644.114445,8100,23.176488876342773
1491333660.027223,8200,23.0355281829834
1491333674.640676,8300,22.820960998535156
1491333737.155773,8700,23.09421157836914
1491333783.556834,9000,22.917312622070312
1491333798.506521,9100,22.755794525146484
1491333907.735468,9800,22.71764373779297
1491333953.223824,10100,22.361339569091797
1491334015.734833,10500,22.6370792388916
1491334030.676166,10600,22.801733016967773
1491334046.594111,10700,22.174762725830078
1491334154.504228,11400,22.187835693359375
1491334186.23204,11600,21.8895263671875
1491334340.841019,12600,21.982810974121094
1491334387.548686,12900,21.879919052124023
1491334433.107913,13200,21.994548797607422
1491334449.037424,13300,21.816659927368164
1491334556.801389,14000,21.32259750366211
1491334588.532972,14200,21.534578323364258
1491334851.218395,15900,21.348987579345703
1491334867.109685,16000,21.209192276000977
1491334881.773689,16100,21.280179977416992
1491335021.90427,17000,20.83997344970703
1491335083.413404,17400,20.920387268066406
1491335099.308806,17500,20.728757858276367
1491335238.177074,18400,21.05670928955078
1491335254.05567,18500,21.030122756958008
1491335300.546607,18800,20.640180587768555
1491335377.872874,19300,20.32596778869629
1491335392.821088,19400,20.758556365966797
1491335486.206623,20000,20.19736671447754
1491335502.082118,20100,20.46023178100586
1491335594.229219,20700,20.3122501373291
1491335640.977658,21000,20.34808349609375
1491335718.432322,21500,19.977344512939453
1491335780.773887,21900,20.10651206970215
1491335795.705666,22000,20.355388641357422
1491335842.068832,22300,19.734718322753906
1491335858.013685,22400,19.98752784729004
1491335904.865931,22700,20.102752685546875
1491335935.389981,22900,19.780487060546875
1491336028.480524,23500,19.431808471679688
1491336043.398873,23600,19.872074127197266
1491336059.302036,23700,19.650279998779297
1491336074.027512,23800,19.63688850402832
1491336136.662422,24200,19.73706817626953
1491336183.126738,24500,19.30776023864746
1491336214.007641,24700,19.81525421142578
1491336415.302224,26000,19.484521865844727
1491336446.16698,26200,19.207059860229492
1491336476.741677,26400,19.34513282775879
1491336647.514338,27500,19.406557083129883
1491336678.380881,27700,19.110551834106445
1491336694.291607,27800,18.961301803588867
1491336724.914455,28000,18.726722717285156
1491336740.823105,28100,19.299644470214844
1491336802.406196,28500,19.086238861083984
1491336849.174482,28800,19.126636505126953
1491336910.729512,29200,18.510635375976562
1491336989.150154,29700,18.56329917907715
1491337020.042121,29900,18.92303466796875
1491337034.767057,30000,18.77472496032715
1491337066.600139,30200,19.066326141357422
1491337190.861637,31000,18.552837371826172
1491337221.434139,31200,18.94707679748535
1491337252.313448,31400,18.503616333007812
1491337282.890061,31600,18.512741088867188
1491337469.576881,32800,18.18968963623047
1491337500.466604,33000,18.283626556396484
1491337515.200398,33100,18.33154296875
1491337562.016346,33400,18.37042999267578
1491337577.946387,33500,18.43622398376465
1491337639.517164,33900,18.445369720458984
1491337655.445826,34000,18.22161293029785
1491337671.362784,34100,18.042224884033203
1491337717.017935,34400,18.063594818115234
1491337732.967503,34500,18.562904357910156
1491337763.595354,34700,18.272502899169922
1491337779.511237,34800,18.158489227294922
1491337810.383657,35000,17.8709774017334
1491337903.703957,35600,18.23025894165039
1491337918.339859,35700,18.08441162109375
1491337950.240999,35900,17.65427017211914
1491337965.177724,36000,18.48846435546875
1491337995.831704,36200,18.188261032104492
1491338027.656383,36400,17.78630256652832
1491338058.563897,36600,17.671836853027344
1491338073.302758,36700,17.895366668701172
1491338089.236376,36800,18.241518020629883
1491338105.167251,36900,18.23428726196289
1491338136.038098,37100,18.059022903442383
1491338197.554941,37500,17.839847564697266
1491338260.036571,37900,17.7359676361084
1491338274.974407,38000,17.499359130859375
1491338306.764344,38200,17.909067153930664
1491338321.386392,38300,17.936004638671875
1491338337.288415,38400,17.84707260131836
1491338352.163111,38500,17.89203643798828
1491338368.075018,38600,17.7626895904541
1491338538.867642,39700,17.488035202026367
1491338585.48646,40000,17.367855072021484
1491338600.409471,40100,17.58759307861328
