Wall time,Step,Value
1491698853.579427,800,42.191619873046875
1491698995.080102,1700,35.88507080078125
1491699057.18859,2100,33.65087890625
1491699104.086205,2400,32.534523010253906
1491699605.743601,5600,27.65729522705078
1491699620.973869,5700,27.704835891723633
1491699653.083296,5900,27.463069915771484
1491699824.639921,7000,26.53080177307129
1491700013.389429,8200,26.134687423706055
1491700028.645662,8300,26.117229461669922
1491700138.951458,9000,25.69397735595703
1491700153.782172,9100,25.75027084350586
1491700404.572008,10700,24.828319549560547
1491700702.769515,12600,24.552921295166016
1491700795.945767,13200,24.075702667236328
1491700953.85122,14200,24.50828742980957
1491701392.422868,17000,23.487913131713867
1491701454.694391,17400,23.63199806213379
1491701470.772735,17500,23.598119735717773
1491701674.738971,18800,23.295339584350586
1491701768.012091,19400,23.091106414794922
1491702097.232777,21500,22.729690551757812
1491702175.503788,22000,22.83450698852539
1491702317.36118,22900,22.45367431640625
1491702426.594286,23600,22.0322322845459
1491702442.703531,23700,22.546545028686523
1491702599.430977,24700,22.382999420166016
1491702865.766222,26400,21.767799377441406
1491703038.447124,27500,21.736310958862305
1491703304.659358,29200,21.885696411132812
1491703384.090423,29700,21.14555549621582
1491703430.259093,30000,21.333436965942383
1491703462.251765,30200,21.06998634338379
1491703649.469331,31400,20.868974685668945
1491703869.554868,32800,20.899394989013672
1491703915.614924,33100,20.971298217773438
1491704073.090194,34100,20.795122146606445
1491704182.384178,34800,20.756593704223633
1491704323.016143,35700,20.524246215820312
1491704369.97434,36000,20.646942138671875
1491704464.455201,36600,20.289655685424805
1491704495.729421,36800,20.22928810119629
1491704542.861541,37100,20.272815704345703
1491704605.125096,37500,20.30228042602539
1491704761.876792,38500,20.20755958557129
1491704950.651026,39700,19.78406524658203
1491705029.136551,40200,19.806169509887695
1491705170.036329,41100,20.093320846557617
1491705390.322713,42500,19.659252166748047
1491705484.849007,43100,19.79499053955078
1491705531.951262,43400,19.54149055480957
1491705594.261028,43800,19.5048770904541
1491705719.911221,44600,19.284496307373047
1491705860.743196,45500,19.114227294921875
1491706661.773362,50600,18.874897003173828
1491706771.265152,51300,18.96862030029297
1491706787.2964,51400,18.646160125732422
1491706833.455304,51700,18.728057861328125
1491706927.625676,52300,18.840024948120117
1491706943.656198,52400,18.561094284057617
1491707178.518486,53900,18.28695297241211
1491707351.267747,55000,18.283370971679688
1491707366.163674,55100,18.419105529785156
1491707382.254525,55200,18.212352752685547
1491707397.463787,55300,18.267730712890625
1491707555.039235,56300,18.05551528930664
1491707711.879068,57300,18.038747787475586
1491707774.243354,57700,18.1314640045166
1491707821.634274,58000,18.0030460357666
1491707916.233052,58600,18.295347213745117
1491707947.295253,58800,17.8408145904541
1491708009.597655,59200,17.840600967407227
1491708166.682418,60200,17.931859970092773
1491708355.965478,61400,17.850725173950195
1491708575.334245,62800,17.72884178161621
1491708717.245306,63700,17.553020477294922
1491708905.326774,64900,17.776927947998047
1491709031.006089,65700,17.67528533935547
1491709061.943452,65900,17.34501838684082
1491709078.001372,66000,17.44723892211914
1491709125.352234,66300,17.41576385498047
1491709203.87781,66800,17.59241485595703
1491709251.128572,67100,17.311206817626953
1491709376.88082,67900,17.216934204101562
1491709533.877806,68900,17.172130584716797
1491709564.868999,69100,17.097787857055664
1491709643.202589,69600,17.460918426513672
1491709706.539777,70000,17.24089241027832
1491709816.002276,70700,17.043275833129883
1491710367.836966,74200,16.775501251220703
1491710415.289381,74500,17.107690811157227
1491710518.637776,75100,17.019332885742188
1491710636.674637,75800,16.75867462158203
