Wall time,Step,Value
1491230543.596266,0,45470.44921875
1491230643.251305,300,40239.9375
1491230713.183601,500,37820.4609375
1491230745.322341,600,37036.33984375
1491230778.887166,700,36366.73828125
1491230811.056908,800,35773.0703125
1491230844.745798,900,35356.1015625
1491230878.314031,1000,35073.28515625
1491230910.555675,1100,34498.140625
1491230944.012346,1200,34333.7578125
1491231111.033899,1700,33024.8359375
1491231145.565842,1800,32935.91796875
1491231178.611667,1900,33112.0625
1491231213.151298,2000,32654.392578125
1491231246.21658,2100,32590.91015625
1491231281.005583,2200,32278.669921875
1491231315.548341,2300,32038.296875
1491231348.507667,2400,31797.47265625
1491231383.034807,2500,31947.078125
1491231450.896742,2700,31545.69921875
1491231518.756567,2900,31380.0390625
1491231626.931517,3200,30989.658203125
1491231662.195239,3300,30910.134765625
1491231695.051364,3400,30642.138671875
1491231729.537527,3500,30687.279296875
1491231764.049125,3600,30605.8359375
1491231796.805756,3700,30637.00390625
1491231831.315248,3800,30398.1328125
1491231864.131887,3900,30245.873046875
1491231898.622129,4000,30134.828125
1491231933.115541,4100,30077.1484375
1491231965.959903,4200,30033.7265625
1491232033.542013,4400,29943.833984375
1491232068.584701,4500,29879.662109375
1491232103.214001,4600,29669.08203125
1491232136.010674,4700,29766.22265625
1491232170.410112,4800,29357.1484375
1491232204.814394,4900,29329.560546875
1491232272.249138,5100,29283.755859375
1491232339.482415,5300,29410.84765625
1491232374.774523,5400,29148.482421875
1491232409.44461,5500,29170.603515625
1491232443.930435,5600,28834.69140625
1491232476.809134,5700,29188.109375
1491232511.252192,5800,28927.546875
1491232545.755829,5900,28961.486328125
1491232578.899796,6000,28828.625
1491232612.698069,6100,28632.154296875
1491232712.836706,6400,28600.193359375
1491232745.299201,6500,28242.126953125
1491232844.937998,6800,28363.265625
1491232910.705402,7000,28221.517578125
1491232944.332697,7100,28205.0234375
1491232978.319064,7200,28185.865234375
1491233010.512543,7300,28073.37890625
1491233085.568998,7500,27855.57421875
1491233163.414202,7700,27774.537109375
1491233199.742177,7800,27825.3125
1491233237.930166,7900,27945.1875
1491233311.661652,8100,27463.00390625
1491233349.284659,8200,27745.5859375
1491233385.602286,8300,27484.26953125
1491233423.028365,8400,27438.23828125
1491233460.313043,8500,27375.4609375
1491233544.403755,8700,27094.12109375
1491233584.396567,8800,27320.326171875
1491233622.550902,8900,27275.54296875
1491233664.880021,9000,27113.333984375
1491233706.352344,9100,26944.373046875
1491233741.647446,9200,27048.15625
1491233807.341591,9400,26933.060546875
1491233840.806002,9500,26886.015625
1491233872.817503,9600,26577.68359375
1491233908.960215,9700,26878.447265625
1491233942.262832,9800,26828.53515625
1491234007.649795,10000,26605.2421875
1491234039.686307,10100,26287.888671875
1491234074.845247,10200,26606.306640625
1491234188.180755,10500,26228.80078125
1491234223.443691,10600,26448.826171875
1491234256.677455,10700,26276.36328125
1491234289.943659,10800,26359.103515625
1491234321.85014,10900,26339.85546875
1491234420.254537,11200,26130.83203125
1491234453.482405,11300,25891.4140625
1491234485.587732,11400,26160.32421875
1491234552.144579,11600,25824.59375
1491234617.365803,11800,25938.193359375
1491234748.021545,12200,25602.05859375
1491234781.2731,12300,25837.85546875
1491234814.646998,12400,25370.40625
1491234846.64274,12500,25699.77734375
1491234880.067252,12600,25470.564453125
1491234912.111224,12700,25406.896484375
1491234978.616264,12900,25314.029296875
