Wall time,Step,Value
1491823462.629725,999,0.924774169921875
1491823587.304405,1999,0.7589677572250366
1491823712.052719,2999,0.6159999966621399
1491823834.162565,3999,0.5083870887756348
1491823956.239013,4999,0.4250967800617218
1491824078.641021,5999,0.3752903342247009
1491824200.91105,6999,0.33903226256370544
1491824323.8507,7999,0.31180644035339355
1491824446.297388,8999,0.2897419333457947
1491824568.430231,9999,0.27380645275115967
1491824690.695985,10999,0.2649032175540924
1491824813.231712,11999,0.2529032230377197
1491824935.605607,12999,0.2432258129119873
1491825058.318139,13999,0.2378709614276886
1491825180.900444,14999,0.22929032146930695
1491825303.725193,15999,0.2207096815109253
1491825426.253326,16999,0.2161935418844223
1491825548.727024,17999,0.2116774171590805
1491825671.342877,18999,0.20974193513393402
1491825794.033704,19999,0.20064516365528107
1491825916.445738,20999,0.19845160841941833
1491826038.899528,21999,0.19219355285167694
1491826161.287352,22999,0.1899999976158142
1491826284.607996,23999,0.18812903761863708
1491826407.304188,24999,0.18232257664203644
1491826529.874652,25999,0.18283870816230774
1491826652.68931,26999,0.18161290884017944
1491826775.485191,27999,0.1768387109041214
1491826898.132405,28999,0.17393548786640167
1491827020.974284,29999,0.16877418756484985
1491827143.464521,30999,0.16716128587722778
1491827267.55068,31999,0.1636774241924286
1491827390.549849,32999,0.16032257676124573
1491827513.282863,33999,0.15838709473609924
1491827635.944402,34999,0.15438710153102875
1491827758.785701,35999,0.15167741477489471
1491827882.554529,36999,0.15167741477489471
1491828007.051652,37999,0.14903226494789124
1491828132.209527,38999,0.14670968055725098
1491828257.088531,39999,0.14658065140247345
1491828381.484901,40999,0.1456129103899002
1491828506.246153,41999,0.1458064466714859
1491828630.830823,42999,0.14122579991817474
1491828755.420782,43999,0.13909678161144257
1491828880.288825,44999,0.13761290907859802
1491829005.137005,45999,0.13587096333503723
1491829130.61054,46999,0.13580645620822906
1491829255.431661,47999,0.13051612675189972
1491829380.26517,48999,0.12922580540180206
1491829504.96523,49999,0.1298709660768509
1491829629.596092,50999,0.12890322506427765
1491829754.507907,51999,0.12593547999858856
1491829879.219833,52999,0.12200000137090683
1491830004.229937,53999,0.12141935527324677
1491830129.700242,54999,0.1218709647655487
1491830254.371839,55999,0.12174193561077118
1491830379.325276,56999,0.11638709902763367
1491830511.933513,57999,0.12096773833036423
1491830644.795281,58999,0.11709677428007126
1491830786.47376,59999,0.1180645152926445
1491830931.465432,60999,0.1165161281824112
1491831073.785991,61999,0.1152903214097023
1491831216.974637,62999,0.11432258039712906
1491831349.955098,63999,0.11445160955190659
1491831474.808107,64999,0.11412902921438217
1491831599.573133,65999,0.11309677362442017
1491831735.880713,66999,0.11116129159927368
1491831878.881757,67999,0.11258064210414886
1491832022.418535,68999,0.11103225499391556
1491832159.114673,69999,0.10980644822120667
1491832286.331852,70999,0.10883870720863342
