I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB
major: 6 minor: 0 memoryClockRate (GHz) 1.3285
pciBusID 0000:03:00.0
Total memory: 15.89GiB
Free memory: 15.61GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:03:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45439.5703 | Layer 1 | Epoch 1  |
|           100 |    45094.2422 | Layer 1 | Epoch 1  |
|           200 |    44600.8164 | Layer 1 | Epoch 1  |
|           300 |    44139.8867 | Layer 1 | Epoch 1  |
|           400 |    43704.9414 | Layer 1 | Epoch 1  |
|           500 |    43270.9922 | Layer 1 | Epoch 1  |
|           600 |    42836.5742 | Layer 1 | Epoch 1  |
|           700 |    42397.4961 | Layer 1 | Epoch 1  |
|           800 |    42019.9492 | Layer 1 | Epoch 1  |
|           900 |    41656.4297 | Layer 1 | Epoch 1  |
|          1000 |    41332.3203 | Layer 1 | Epoch 1  |
|          1100 |    41024.8281 | Layer 1 | Epoch 1  |
|          1200 |    40599.7422 | Layer 1 | Epoch 1  |
|          1300 |    40269.4219 | Layer 1 | Epoch 1  |
|          1400 |    39964.4062 | Layer 1 | Epoch 1  |
|          1500 |    39873.3906 | Layer 1 | Epoch 1  |
|          1600 |    39410.6836 | Layer 1 | Epoch 1  |
|          1700 |    39087.5234 | Layer 1 | Epoch 1  |
|          1800 |    38925.2578 | Layer 1 | Epoch 1  |
|          1900 |    38584.1289 | Layer 1 | Epoch 1  |
|          2000 |    38329.4609 | Layer 1 | Epoch 1  |
|          2100 |    38008.0625 | Layer 1 | Epoch 1  |
|          2200 |    37717.1992 | Layer 1 | Epoch 1  |
|          2300 |    37494.0586 | Layer 1 | Epoch 1  |
|          2400 |    37255.5625 | Layer 1 | Epoch 1  |
|          2500 |    36992.2070 | Layer 1 | Epoch 1  |
|          2600 |    36927.2500 | Layer 1 | Epoch 1  |
|          2700 |    36847.3984 | Layer 1 | Epoch 1  |
|          2800 |    36756.3984 | Layer 1 | Epoch 1  |
|          2900 |    36380.0703 | Layer 1 | Epoch 1  |
|          3000 |    36169.6641 | Layer 1 | Epoch 1  |
|          3100 |    35927.6875 | Layer 1 | Epoch 2  |
|          3200 |    35689.9102 | Layer 1 | Epoch 2  |
|          3300 |    35532.7773 | Layer 1 | Epoch 2  |
|          3400 |    35550.0039 | Layer 1 | Epoch 2  |
|          3500 |    35319.1328 | Layer 1 | Epoch 2  |
|          3600 |    35061.1719 | Layer 1 | Epoch 2  |
|          3700 |    34924.0664 | Layer 1 | Epoch 2  |
|          3800 |    34748.8164 | Layer 1 | Epoch 2  |
|          3900 |    34763.8672 | Layer 1 | Epoch 2  |
|          4000 |    34490.0234 | Layer 1 | Epoch 2  |
|          4100 |    34322.1328 | Layer 1 | Epoch 2  |
|          4200 |    34149.7656 | Layer 1 | Epoch 2  |
|          4300 |    33938.8359 | Layer 1 | Epoch 2  |
|          4400 |    33899.0312 | Layer 1 | Epoch 2  |
|          4500 |    33935.0938 | Layer 1 | Epoch 2  |
|          4600 |    33782.1797 | Layer 1 | Epoch 2  |
|          4700 |    33679.8945 | Layer 1 | Epoch 2  |
|          4800 |    33319.5430 | Layer 1 | Epoch 2  |
|          4900 |    33410.9609 | Layer 1 | Epoch 2  |
|          5000 |    33217.5273 | Layer 1 | Epoch 2  |
|          5100 |    32940.9844 | Layer 1 | Epoch 2  |
|          5200 |    32925.8359 | Layer 1 | Epoch 2  |
|          5300 |    32789.7578 | Layer 1 | Epoch 2  |
|          5400 |    32849.3164 | Layer 1 | Epoch 2  |
|          5500 |    32607.3516 | Layer 1 | Epoch 2  |
|          5600 |    32511.0234 | Layer 1 | Epoch 2  |
|          5700 |    32572.9648 | Layer 1 | Epoch 2  |
|          5800 |    32529.5664 | Layer 1 | Epoch 2  |
|          5900 |    32286.6680 | Layer 1 | Epoch 2  |
|          6000 |    32237.6699 | Layer 1 | Epoch 2  |
|          6100 |    32201.0430 | Layer 1 | Epoch 2  |
|          6200 |    32082.1504 | Layer 1 | Epoch 3  |
|          6300 |    32088.5586 | Layer 1 | Epoch 3  |
|          6400 |    31821.2324 | Layer 1 | Epoch 3  |
|          6500 |    31685.2832 | Layer 1 | Epoch 3  |
|          6600 |    31809.8984 | Layer 1 | Epoch 3  |
|          6700 |    31614.7266 | Layer 1 | Epoch 3  |
|          6800 |    31714.3652 | Layer 1 | Epoch 3  |
|          6900 |    31139.2129 | Layer 1 | Epoch 3  |
|          7000 |    31294.6875 | Layer 1 | Epoch 3  |
|          7100 |    31210.5801 | Layer 1 | Epoch 3  |
|          7200 |    31437.1797 | Layer 1 | Epoch 3  |
|          7300 |    31022.9980 | Layer 1 | Epoch 3  |
|          7400 |    31089.9688 | Layer 1 | Epoch 3  |
|          7500 |    30944.8965 | Layer 1 | Epoch 3  |
|          7600 |    30691.9473 | Layer 1 | Epoch 3  |
|          7700 |    30796.7363 | Layer 1 | Epoch 3  |
|          7800 |    30808.3730 | Layer 1 | Epoch 3  |
|          7900 |    30509.8848 | Layer 1 | Epoch 3  |
|          8000 |    30393.2852 | Layer 1 | Epoch 3  |
|          8100 |    30536.3906 | Layer 1 | Epoch 3  |
|          8200 |    30500.4453 | Layer 1 | Epoch 3  |
|          8300 |    30349.3809 | Layer 1 | Epoch 3  |
|          8400 |    30203.6836 | Layer 1 | Epoch 3  |
|          8500 |    29953.5273 | Layer 1 | Epoch 3  |
|          8600 |    30167.5898 | Layer 1 | Epoch 3  |
|          8700 |    30139.7129 | Layer 1 | Epoch 3  |
|          8800 |    29792.0273 | Layer 1 | Epoch 3  |
|          8900 |    29844.3965 | Layer 1 | Epoch 3  |
|          9000 |    29882.5625 | Layer 1 | Epoch 3  |
|          9100 |    29814.7910 | Layer 1 | Epoch 3  |
|          9200 |    29781.5547 | Layer 1 | Epoch 3  |
|          9300 |    29744.8516 | Layer 1 | Epoch 4  |
