I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB
major: 6 minor: 0 memoryClockRate (GHz) 1.3285
pciBusID 0000:03:00.0
Total memory: 15.89GiB
Free memory: 15.61GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:03:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45425.3945 | Layer 1 | Epoch 1  |
|           100 |    45182.5820 | Layer 1 | Epoch 1  |
|           200 |    44895.9531 | Layer 1 | Epoch 1  |
|           300 |    44594.6250 | Layer 1 | Epoch 1  |
|           400 |    44304.8047 | Layer 1 | Epoch 1  |
|           500 |    44015.4102 | Layer 1 | Epoch 1  |
|           600 |    43726.3164 | Layer 1 | Epoch 1  |
|           700 |    43473.0391 | Layer 1 | Epoch 1  |
|           800 |    43172.3906 | Layer 1 | Epoch 1  |
|           900 |    42904.6602 | Layer 1 | Epoch 1  |
|          1000 |    42672.7617 | Layer 1 | Epoch 1  |
|          1100 |    42386.5312 | Layer 1 | Epoch 1  |
|          1200 |    42194.6953 | Layer 1 | Epoch 1  |
|          1300 |    41944.6641 | Layer 1 | Epoch 1  |
|          1400 |    41747.3750 | Layer 1 | Epoch 1  |
|          1500 |    41470.2266 | Layer 1 | Epoch 1  |
|          1600 |    41235.0703 | Layer 1 | Epoch 1  |
|          1700 |    41006.1172 | Layer 1 | Epoch 1  |
|          1800 |    40840.9023 | Layer 1 | Epoch 1  |
|          1900 |    40561.7773 | Layer 1 | Epoch 1  |
|          2000 |    40375.6680 | Layer 1 | Epoch 1  |
|          2100 |    40216.9219 | Layer 1 | Epoch 1  |
|          2200 |    40002.2578 | Layer 1 | Epoch 1  |
|          2300 |    39738.7227 | Layer 1 | Epoch 1  |
|          2400 |    39586.5156 | Layer 1 | Epoch 1  |
|          2500 |    39332.3555 | Layer 1 | Epoch 1  |
|          2600 |    39259.3359 | Layer 1 | Epoch 1  |
|          2700 |    39000.7734 | Layer 1 | Epoch 1  |
|          2800 |    38937.5938 | Layer 1 | Epoch 1  |
|          2900 |    38644.4258 | Layer 1 | Epoch 1  |
|          3000 |    38414.8320 | Layer 1 | Epoch 1  |
|          3100 |    38257.8711 | Layer 1 | Epoch 2  |
|          3200 |    38145.6094 | Layer 1 | Epoch 2  |
|          3300 |    37921.9922 | Layer 1 | Epoch 2  |
|          3400 |    37748.7695 | Layer 1 | Epoch 2  |
|          3500 |    37618.7422 | Layer 1 | Epoch 2  |
|          3600 |    37491.5664 | Layer 1 | Epoch 2  |
|          3700 |    37285.4375 | Layer 1 | Epoch 2  |
|          3800 |    37186.3203 | Layer 1 | Epoch 2  |
|          3900 |    36981.4805 | Layer 1 | Epoch 2  |
|          4000 |    36877.4609 | Layer 1 | Epoch 2  |
|          4100 |    36734.0078 | Layer 1 | Epoch 2  |
|          4200 |    36709.8438 | Layer 1 | Epoch 2  |
|          4300 |    36445.2812 | Layer 1 | Epoch 2  |
|          4400 |    36309.1250 | Layer 1 | Epoch 2  |
|          4500 |    36065.0234 | Layer 1 | Epoch 2  |
|          4600 |    36095.0508 | Layer 1 | Epoch 2  |
|          4700 |    35900.9141 | Layer 1 | Epoch 2  |
|          4800 |    35842.2266 | Layer 1 | Epoch 2  |
|          4900 |    35549.7383 | Layer 1 | Epoch 2  |
|          5000 |    35454.7656 | Layer 1 | Epoch 2  |
|          5100 |    35433.9141 | Layer 1 | Epoch 2  |
|          5200 |    35275.1758 | Layer 1 | Epoch 2  |
|          5300 |    35152.1562 | Layer 1 | Epoch 2  |
|          5400 |    35036.1953 | Layer 1 | Epoch 2  |
|          5500 |    34946.0625 | Layer 1 | Epoch 2  |
|          5600 |    34747.7305 | Layer 1 | Epoch 2  |
|          5700 |    34543.4258 | Layer 1 | Epoch 2  |
|          5800 |    34473.4883 | Layer 1 | Epoch 2  |
|          5900 |    34402.0312 | Layer 1 | Epoch 2  |
|          6000 |    34206.6211 | Layer 1 | Epoch 2  |
|          6100 |    34098.0352 | Layer 1 | Epoch 2  |
|          6200 |    34206.6680 | Layer 1 | Epoch 3  |
|          6300 |    34109.1758 | Layer 1 | Epoch 3  |
|          6400 |    33887.0430 | Layer 1 | Epoch 3  |
|          6500 |    33875.2422 | Layer 1 | Epoch 3  |
|          6600 |    33743.8750 | Layer 1 | Epoch 3  |
|          6700 |    33544.0938 | Layer 1 | Epoch 3  |
|          6800 |    33478.8594 | Layer 1 | Epoch 3  |
|          6900 |    33417.2891 | Layer 1 | Epoch 3  |
|          7000 |    33378.7891 | Layer 1 | Epoch 3  |
|          7100 |    33344.1875 | Layer 1 | Epoch 3  |
|          7200 |    33067.8320 | Layer 1 | Epoch 3  |
|          7300 |    33085.5859 | Layer 1 | Epoch 3  |
|          7400 |    32885.5312 | Layer 1 | Epoch 3  |
|          7500 |    32850.2539 | Layer 1 | Epoch 3  |
|          7600 |    32729.3984 | Layer 1 | Epoch 3  |
|          7700 |    32564.1133 | Layer 1 | Epoch 3  |
|          7800 |    32615.8887 | Layer 1 | Epoch 3  |
|          7900 |    32497.4961 | Layer 1 | Epoch 3  |
|          8000 |    32392.2812 | Layer 1 | Epoch 3  |
|          8100 |    32261.1328 | Layer 1 | Epoch 3  |
|          8200 |    32397.9609 | Layer 1 | Epoch 3  |
|          8300 |    32066.7500 | Layer 1 | Epoch 3  |
|          8400 |    32042.8027 | Layer 1 | Epoch 3  |
|          8500 |    32168.1562 | Layer 1 | Epoch 3  |
|          8600 |    32020.2734 | Layer 1 | Epoch 3  |
|          8700 |    31818.3672 | Layer 1 | Epoch 3  |
|          8800 |    31758.7305 | Layer 1 | Epoch 3  |
|          8900 |    31763.9512 | Layer 1 | Epoch 3  |
|          9000 |    31623.7617 | Layer 1 | Epoch 3  |
|          9100 |    31624.7070 | Layer 1 | Epoch 3  |
|          9200 |    31520.6074 | Layer 1 | Epoch 3  |
|          9300 |    31655.7012 | Layer 1 | Epoch 4  |
|          9400 |    31268.2422 | Layer 1 | Epoch 4  |
|          9500 |    31181.0117 | Layer 1 | Epoch 4  |
|          9600 |    31166.2656 | Layer 1 | Epoch 4  |
|          9700 |    31141.3438 | Layer 1 | Epoch 4  |
|          9800 |    31005.0879 | Layer 1 | Epoch 4  |
|          9900 |    30969.8848 | Layer 1 | Epoch 4  |
|         10000 |    31078.1172 | Layer 1 | Epoch 4  |
|         10100 |    30971.2363 | Layer 1 | Epoch 4  |
|         10200 |    30977.8984 | Layer 1 | Epoch 4  |
|         10300 |    30757.2031 | Layer 1 | Epoch 4  |
|         10400 |    30699.7070 | Layer 1 | Epoch 4  |
|         10500 |    30822.2188 | Layer 1 | Epoch 4  |
|         10600 |    30686.8867 | Layer 1 | Epoch 4  |
|         10700 |    30490.3242 | Layer 1 | Epoch 4  |
|         10800 |    30501.8848 | Layer 1 | Epoch 4  |
|         10900 |    30444.4102 | Layer 1 | Epoch 4  |
|         11000 |    30192.1621 | Layer 1 | Epoch 4  |
|         11100 |    30236.7949 | Layer 1 | Epoch 4  |
|         11200 |    30147.4121 | Layer 1 | Epoch 4  |
|         11300 |    30158.4473 | Layer 1 | Epoch 4  |
|         11400 |    30093.3027 | Layer 1 | Epoch 4  |
|         11500 |    30130.9199 | Layer 1 | Epoch 4  |
|         11600 |    30026.4492 | Layer 1 | Epoch 4  |
|         11700 |    29923.4922 | Layer 1 | Epoch 4  |
|         11800 |    30039.1367 | Layer 1 | Epoch 4  |
|         11900 |    29875.4102 | Layer 1 | Epoch 4  |
|         12000 |    29704.7734 | Layer 1 | Epoch 4  |
|         12100 |    29726.8262 | Layer 1 | Epoch 4  |
|         12200 |    29630.2207 | Layer 1 | Epoch 4  |
|         12300 |    29524.8652 | Layer 1 | Epoch 4  |
|         12400 |    29553.8184 | Layer 1 | Epoch 5  |
|         12500 |    29501.0117 | Layer 1 | Epoch 5  |
|         12600 |    29388.5430 | Layer 1 | Epoch 5  |
|         12700 |    29486.3418 | Layer 1 | Epoch 5  |
|         12800 |    29290.8398 | Layer 1 | Epoch 5  |
|         12900 |    29283.0703 | Layer 1 | Epoch 5  |
|         13000 |    29158.8477 | Layer 1 | Epoch 5  |
|         13100 |    28861.6270 | Layer 1 | Epoch 5  |
|         13200 |    28875.7520 | Layer 1 | Epoch 5  |
|         13300 |    29052.0703 | Layer 1 | Epoch 5  |
|         13400 |    29166.2773 | Layer 1 | Epoch 5  |
|         13500 |    28922.6113 | Layer 1 | Epoch 5  |
|         13600 |    28892.7383 | Layer 1 | Epoch 5  |
|         13700 |    28962.1133 | Layer 1 | Epoch 5  |
|         13800 |    28918.5938 | Layer 1 | Epoch 5  |
|         13900 |    28708.3516 | Layer 1 | Epoch 5  |
|         14000 |    28659.4414 | Layer 1 | Epoch 5  |
|         14100 |    28806.9824 | Layer 1 | Epoch 5  |
|         14200 |    28473.4648 | Layer 1 | Epoch 5  |
|         14300 |    28496.5762 | Layer 1 | Epoch 5  |
|         14400 |    28627.2812 | Layer 1 | Epoch 5  |
|         14500 |    28522.7109 | Layer 1 | Epoch 5  |
|         14600 |    28577.3418 | Layer 1 | Epoch 5  |
|         14700 |    28366.2129 | Layer 1 | Epoch 5  |
|         14800 |    28187.7363 | Layer 1 | Epoch 5  |
|         14900 |    28535.6406 | Layer 1 | Epoch 5  |
|         15000 |    28163.3574 | Layer 1 | Epoch 5  |
|         15100 |    28243.0020 | Layer 1 | Epoch 5  |
|         15200 |    28279.7793 | Layer 1 | Epoch 5  |
|         15300 |    28384.3340 | Layer 1 | Epoch 5  |
|         15400 |    28166.5781 | Layer 1 | Epoch 5  |
|         15500 |    28043.9883 | Layer 1 | Epoch 6  |
|         15600 |    28006.6660 | Layer 1 | Epoch 6  |
|         15700 |    27961.9609 | Layer 1 | Epoch 6  |
|         15800 |    27851.9414 | Layer 1 | Epoch 6  |
|         15900 |    27932.4395 | Layer 1 | Epoch 6  |
|         16000 |    27833.4180 | Layer 1 | Epoch 6  |
|         16100 |    27965.9961 | Layer 1 | Epoch 6  |
|         16200 |    27707.9766 | Layer 1 | Epoch 6  |
|         16300 |    27764.1367 | Layer 1 | Epoch 6  |
|         16400 |    27809.3594 | Layer 1 | Epoch 6  |
