Wall time,Step,Value
1490922959.329881,300,40409.11328125
1490923024.665059,500,37903.96875
1490923121.306437,800,35571.55859375
1490923413.495848,1700,33279.4765625
1490923478.261133,1900,32647.259765625
1490923542.950613,2100,32700.09765625
1490923640.170677,2400,31764.966796875
1490923736.715353,2700,31615.0859375
1490923800.164792,2900,31490.423828125
1490924086.586856,3800,30746.2109375
1490924182.010292,4100,30334.38671875
1490924213.429028,4200,30074.14453125
1490924340.890474,4600,29854.490234375
1490924499.899442,5100,29277.7578125
1490924563.375031,5300,29183.517578125
1490924595.37902,5400,29201.345703125
1490924658.886966,5600,29014.61328125
1490924690.269052,5700,28929.09765625
1490924754.392036,5900,28994.154296875
1490925103.716919,7000,28222.65625
1490925453.61405,8100,27717.29296875
1490925485.72061,8200,27661.890625
1490925517.179522,8300,27451.515625
1490925644.717204,8700,27357.921875
1490925740.297873,9000,27119.27734375
1490925771.700187,9100,26912.58203125
1490925994.803124,9800,26544.853515625
1490926089.63983,10100,26492.943359375
1490926217.148197,10500,26327.447265625
1490926248.535948,10600,26436.4921875
1490926280.526353,10700,26294.25
1490926502.952528,11400,25834.625
1490926567.008438,11600,26010.48828125
1490926884.896817,12600,25511.9609375
1490926980.46339,12900,25435.376953125
1490927075.328124,13200,25506.18359375
1490927107.361526,13300,25363.232421875
1490927329.794358,14000,25042.189453125
1490927393.785072,14200,25200.46875
1490927934.193791,15900,24250.111328125
1490927966.175649,16000,24562.873046875
1490927997.613751,16100,24360.333984375
1490928284.265744,17000,24092.701171875
1490928411.115241,17400,23777.98828125
1490928443.16435,17500,23922.734375
1490928729.000316,18400,23696.13671875
1490928760.950822,18500,23875.44921875
1490928856.393253,18800,23900.2265625
1490929015.452436,19300,23643.533203125
1490929046.917748,19400,23568.447265625
1490929238.034259,20000,23435.79296875
1490929270.14972,20100,23126.07421875
1490929460.570481,20700,23321.7421875
1490929556.092353,21000,22984.078125
1490929715.046165,21500,23029.98046875
1490929842.701407,21900,22730.69921875
1490929874.035413,22000,22827.8125
1490929969.505007,22300,22697.77734375
1490930001.563041,22400,22944.7734375
1490930097.15705,22700,22779.263671875
1490930160.697271,22900,22616.078125
1490930351.65805,23500,22483.595703125
1490930383.069013,23600,22616.30859375
1490930415.128233,23700,22280.3828125
1490930446.562936,23800,22173.705078125
1490930574.067074,24200,22153.12109375
1490930669.641018,24500,22195.697265625
1490930733.043958,24700,22331.9765625
1490931146.555142,26000,21888.33984375
1490931209.944216,26200,22139.107421875
1490931273.501497,26400,22020.7109375
1490931623.508259,27500,21455.884765625
1490931686.905924,27700,21691.689453125
1490931719.001698,27800,21891.6484375
1490931782.382698,28000,21662.07421875
1490931814.456158,28100,21563.56640625
1490931941.299672,28500,21432.59765625
1490932036.838618,28800,21246.4296875
1490932163.770681,29200,21543.328125
1490932323.497933,29700,21500.201171875
1490932387.057457,29900,21635.357421875
1490932418.395634,30000,21143.28515625
1490932482.486794,30200,21283.46875
1490932736.965641,31000,21207.07421875
1490932800.366732,31200,21321.966796875
1490932863.848163,31400,21226.00390625
1490932927.289353,31600,21318.443359375
1490933309.234374,32800,20618.091796875
1490933372.703875,33000,21103.673828125
1490933404.161023,33100,20789.806640625
1490933499.591021,33400,20792.3515625
1490933531.638986,33500,20755.884765625
1490933658.489582,33900,20802.859375
1490933690.534591,34000,20709.203125
1490933722.585497,34100,20875.1484375
1490933817.442883,34400,20429.90234375
1490933849.440998,34500,20614.5234375
1490933912.803774,34700,20790.326171875
1490933944.864448,34800,20668.51953125
1490934008.411845,35000,20997.783203125
1490934199.341958,35600,20459.10546875
1490934230.756492,35700,20406.458984375
1490934294.872965,35900,20367.18359375
1490934326.346285,36000,20433.294921875
1490934389.840945,36200,20448.9765625
1490934453.893556,36400,20609.81640625
1490934517.353255,36600,20650.068359375
1490934548.844768,36700,20454.611328125
1490934580.907763,36800,20058.67578125
1490934612.93666,36900,20064.82421875
1490934676.344522,37100,20666.236328125
1490934803.356857,37500,20584.533203125
1490934930.766428,37900,20498.935546875
1490934962.152645,38000,20326.767578125
1490935026.253527,38200,20519.51953125
1490935057.718681,38300,20301.1171875
1490935089.717135,38400,20280.11328125
1490935121.16849,38500,20468.15625
1490935153.259208,38600,20392.6484375
1490935503.320602,39700,20195.615234375
1490935598.760946,40000,20092.107421875
1490935630.129846,40100,20058.115234375
1490935662.219175,40200,20296.32421875
1490935884.584026,40900,20230.00390625
1490935948.057068,41100,19815.30859375
1490936075.735519,41500,19801.58984375
1490936171.236003,41800,19790.75
1490936361.66249,42400,19873.134765625
1490936393.725502,42500,19802.900390625
1490936425.75228,42600,19744.912109375
1490936520.695974,42900,19865.685546875
1490936584.752634,43100,20049.884765625
1490936648.248711,43300,19651.689453125
1490936680.309917,43400,19727.548828125
1490936807.265257,43800,19710.51171875
1490936870.666221,44000,19668.50390625
1490936966.207337,44300,19826.6484375
1490936998.307306,44400,19351.26171875
1490937061.757098,44600,19706.40234375
1490937093.218141,44700,19754.001953125
1490937252.844682,45200,19575.6015625
1490937347.835681,45500,19780.73046875
1490937379.851693,45600,19761.787109375
1490937506.930018,46000,19699.89453125
1490937666.53779,46500,19416.439453125
1490937697.946404,46600,19574.64453125
1490937857.022173,47100,19444.759765625
1490937889.049855,47200,19572.119140625
1490938048.140309,47700,19608.462890625
1490938079.54821,47800,19437.337890625
1490938175.099597,48100,19752.37109375
1490938239.227499,48300,19467.05078125
1490938366.248194,48700,19387.611328125
1490938398.267696,48800,19563.68359375
1490938557.230038,49300,19325.69921875
1490938652.733005,49600,19731.88671875
1490938747.529172,49900,19387.40625
1490938779.549993,50000,19027.134765625
1490938906.297329,50400,19321.154296875
1490938970.345101,50600,19149.884765625
1490939065.031769,50900,19017.578125
1490939160.591679,51200,19141.876953125
1490939192.627767,51300,19273.296875
1490939224.597929,51400,19405.14453125
1490939319.566081,51700,19256.1796875
1490939351.488244,51800,19360.87109375
1490939478.582458,52200,18972.109375
1490939510.630821,52300,19372.71484375
1490939542.63916,52400,19578.37109375
1490939733.062804,53000,19192.48828125
