Wall time,Step,Value
1491021932.345779,300,45.99958801269531
1491021962.360592,500,43.06748580932617
1491022006.199041,800,39.57539749145508
1491022139.66717,1700,32.648738861083984
1491022169.027453,1900,31.642045974731445
1491022198.454136,2100,31.2716064453125
1491022242.891389,2400,29.31239891052246
1491022287.349699,2700,28.685035705566406
1491022316.734043,2900,28.176679611206055
1491022450.25036,3800,26.500080108642578
1491022494.787762,4100,25.837045669555664
1491022509.245021,4200,26.11084747314453
1491022568.797536,4600,25.675939559936523
1491022642.657225,5100,25.28335952758789
1491022672.098647,5300,25.129560470581055
1491022687.111904,5400,24.484966278076172
1491022716.549978,5600,24.512741088867188
1491022731.004811,5700,24.58441162109375
1491022761.044658,5900,24.433948516845703
1491022923.442124,7000,23.803363800048828
1491023086.5157,8100,23.31637191772461
1491023101.575384,8200,23.307680130004883
1491023116.011523,8300,23.321441650390625
1491023175.508594,8700,23.36981964111328
1491023219.997171,9000,23.086156845092773
1491023234.417942,9100,22.94967269897461
1491023338.48182,9800,22.826528549194336
1491023382.30746,10100,22.618236541748047
1491023441.94903,10500,22.602516174316406
1491023456.367831,10600,22.50551986694336
1491023471.41847,10700,22.55099868774414
1491023574.894791,11400,22.58287239074707
1491023604.996381,11600,22.323497772216797
1491023752.978413,12600,21.915143966674805
1491023797.367804,12900,22.086341857910156
1491023841.294988,13200,21.619796752929688
1491023856.372977,13300,22.02043914794922
1491023959.974462,14000,21.664159774780273
1491023990.064468,14200,21.366975784301758
1491024241.352152,15900,21.55971336364746
1491024256.433176,16000,21.082040786743164
1491024270.792657,16100,21.473665237426758
1491024404.114682,17000,21.29971694946289
1491024463.050856,17400,21.166339874267578
1491024478.182552,17500,20.923419952392578
1491024611.05019,18400,20.920612335205078
1491024626.125659,18500,20.86452865600586
1491024670.672449,18800,20.801729202270508
1491024744.66855,19300,20.781465530395508
1491024759.091033,19400,20.739479064941406
1491024848.180425,20000,20.57650375366211
1491024863.251021,20100,20.565370559692383
1491024951.739247,20700,20.721776962280273
1491024996.300403,21000,20.02621078491211
1491025070.330545,21500,20.225725173950195
1491025129.985989,21900,20.263816833496094
1491025144.414696,22000,20.135173797607422
1491025188.944277,22300,20.189117431640625
1491025204.002085,22400,20.10662078857422
1491025248.551044,22700,19.94290542602539
1491025278.056792,22900,20.1308650970459
1491025367.240002,23500,19.797155380249023
1491025381.711755,23600,19.43988609313965
1491025396.770426,23700,19.837932586669922
1491025411.226347,23800,20.0206241607666
1491025470.762457,24200,19.701480865478516
1491025515.181567,24500,19.784120559692383
1491025544.554263,24700,19.979402542114258
1491025736.926277,26000,19.25581932067871
1491025766.375966,26200,19.471023559570312
1491025795.928241,26400,19.6806640625
1491025959.029291,27500,19.351804733276367
1491025988.498056,27700,19.093830108642578
1491026003.543727,27800,19.583877563476562
1491026033.002847,28000,19.679533004760742
1491026048.038226,28100,18.827054977416992
1491026107.107911,28500,19.226308822631836
1491026151.669421,28800,19.370996475219727
1491026210.674944,29200,18.78876495361328
1491026285.231798,29700,18.991558074951172
1491026314.76325,29900,18.832008361816406
1491026329.254999,30000,18.936710357666016
1491026359.351592,30200,18.99313735961914
1491026478.125234,31000,18.609268188476562
1491026507.627675,31200,19.18389320373535
1491026537.193709,31400,18.86157989501953
1491026566.784433,31600,19.143531799316406
1491026745.255819,32800,18.956573486328125
1491026774.802885,33000,18.27545738220215
1491026789.304648,33100,18.507139205932617
1491026833.88714,33400,18.244577407836914
