I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB
major: 6 minor: 0 memoryClockRate (GHz) 1.3285
pciBusID 0000:03:00.0
Total memory: 15.89GiB
Free memory: 15.34GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:03:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45594.8984 | Layer 1 | Epoch 1  |
|           100 |    42679.1758 | Layer 1 | Epoch 1  |
|           200 |    38988.9531 | Layer 1 | Epoch 1  |
|           300 |    36929.4688 | Layer 1 | Epoch 1  |
|           400 |    35580.8281 | Layer 1 | Epoch 1  |
|           500 |    34634.9688 | Layer 1 | Epoch 1  |
|           600 |    33798.2891 | Layer 1 | Epoch 1  |
|           700 |    33078.5352 | Layer 1 | Epoch 1  |
|           800 |    32889.8984 | Layer 1 | Epoch 1  |
|           900 |    32430.3516 | Layer 1 | Epoch 1  |
|          1000 |    32024.7852 | Layer 1 | Epoch 1  |
|          1100 |    31672.1875 | Layer 1 | Epoch 1  |
|          1200 |    31399.4648 | Layer 1 | Epoch 1  |
|          1300 |    31201.3633 | Layer 1 | Epoch 1  |
|          1400 |    30876.8457 | Layer 1 | Epoch 1  |
|          1500 |    31013.8555 | Layer 1 | Epoch 1  |
|          1600 |    30407.3867 | Layer 1 | Epoch 1  |
|          1700 |    30548.6836 | Layer 1 | Epoch 1  |
|          1800 |    30316.2383 | Layer 1 | Epoch 1  |
|          1900 |    30240.8145 | Layer 1 | Epoch 1  |
|          2000 |    30020.7578 | Layer 1 | Epoch 1  |
|          2100 |    29603.9219 | Layer 1 | Epoch 1  |
|          2200 |    29745.5820 | Layer 1 | Epoch 1  |
|          2300 |    29659.3535 | Layer 1 | Epoch 1  |
|          2400 |    29386.8320 | Layer 1 | Epoch 1  |
|          2500 |    29618.2246 | Layer 1 | Epoch 1  |
|          2600 |    29432.0664 | Layer 1 | Epoch 1  |
|          2700 |    29279.0820 | Layer 1 | Epoch 1  |
|          2800 |    29198.6875 | Layer 1 | Epoch 1  |
|          2900 |    29220.1758 | Layer 1 | Epoch 1  |
|          3000 |    29114.0137 | Layer 1 | Epoch 1  |
|          3100 |    29056.7305 | Layer 1 | Epoch 2  |
|          3200 |    28895.5645 | Layer 1 | Epoch 2  |
|          3300 |    28698.8008 | Layer 1 | Epoch 2  |
|          3400 |    28816.3555 | Layer 1 | Epoch 2  |
|          3500 |    28675.4961 | Layer 1 | Epoch 2  |
|          3600 |    28848.5898 | Layer 1 | Epoch 2  |
|          3700 |    28393.0684 | Layer 1 | Epoch 2  |
|          3800 |    28396.9941 | Layer 1 | Epoch 2  |
|          3900 |    27864.6719 | Layer 1 | Epoch 2  |
|          4000 |    28153.9395 | Layer 1 | Epoch 2  |
|          4100 |    28009.2812 | Layer 1 | Epoch 2  |
|          4200 |    28042.4473 | Layer 1 | Epoch 2  |
|          4300 |    27855.9844 | Layer 1 | Epoch 2  |
|          4400 |    27936.4688 | Layer 1 | Epoch 2  |
|          4500 |    27828.1934 | Layer 1 | Epoch 2  |
|          4600 |    27796.2031 | Layer 1 | Epoch 2  |
|          4700 |    27978.3086 | Layer 1 | Epoch 2  |
|          4800 |    27607.5645 | Layer 1 | Epoch 2  |
|          4900 |    27443.4902 | Layer 1 | Epoch 2  |
|          5000 |    27686.3477 | Layer 1 | Epoch 2  |
