I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB
major: 6 minor: 0 memoryClockRate (GHz) 1.3285
pciBusID 0000:03:00.0
Total memory: 15.89GiB
Free memory: 15.34GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:03:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45580.2617 | Layer 1 | Epoch 1  |
|           100 |    42646.5898 | Layer 1 | Epoch 1  |
|           200 |    38839.5859 | Layer 1 | Epoch 1  |
|           300 |    36780.9648 | Layer 1 | Epoch 1  |
|           400 |    35567.4141 | Layer 1 | Epoch 1  |
|           500 |    34064.8555 | Layer 1 | Epoch 1  |
|           600 |    33566.9844 | Layer 1 | Epoch 1  |
|           700 |    32657.7188 | Layer 1 | Epoch 1  |
|           800 |    32571.8945 | Layer 1 | Epoch 1  |
|           900 |    32292.8809 | Layer 1 | Epoch 1  |
|          1000 |    31976.9844 | Layer 1 | Epoch 1  |
|          1100 |    31579.0508 | Layer 1 | Epoch 1  |
|          1200 |    31408.3438 | Layer 1 | Epoch 1  |
|          1300 |    31013.7969 | Layer 1 | Epoch 1  |
|          1400 |    31079.9023 | Layer 1 | Epoch 1  |
|          1500 |    30684.2461 | Layer 1 | Epoch 1  |
|          1600 |    30529.3047 | Layer 1 | Epoch 1  |
|          1700 |    30397.8965 | Layer 1 | Epoch 1  |
|          1800 |    30165.0469 | Layer 1 | Epoch 1  |
|          1900 |    30345.1777 | Layer 1 | Epoch 1  |
|          2000 |    30033.3008 | Layer 1 | Epoch 1  |
|          2100 |    29786.9141 | Layer 1 | Epoch 1  |
|          2200 |    29778.2930 | Layer 1 | Epoch 1  |
|          2300 |    29603.7676 | Layer 1 | Epoch 1  |
|          2400 |    29641.8359 | Layer 1 | Epoch 1  |
|          2500 |    29296.1211 | Layer 1 | Epoch 1  |
|          2600 |    29321.5684 | Layer 1 | Epoch 1  |
|          2700 |    29397.5215 | Layer 1 | Epoch 1  |
|          2800 |    29027.8027 | Layer 1 | Epoch 1  |
|          2900 |    29292.4258 | Layer 1 | Epoch 1  |
|          3000 |    28966.0098 | Layer 1 | Epoch 1  |
|          3100 |    28673.3008 | Layer 1 | Epoch 2  |
|          3200 |    28606.7695 | Layer 1 | Epoch 2  |
|          3300 |    28729.6777 | Layer 1 | Epoch 2  |
|          3400 |    28501.7578 | Layer 1 | Epoch 2  |
|          3500 |    28522.4219 | Layer 1 | Epoch 2  |
|          3600 |    28536.6914 | Layer 1 | Epoch 2  |
|          3700 |    28734.4102 | Layer 1 | Epoch 2  |
|          3800 |    28454.7715 | Layer 1 | Epoch 2  |
|          3900 |    28104.3750 | Layer 1 | Epoch 2  |
|          4000 |    28000.9824 | Layer 1 | Epoch 2  |
|          4100 |    27888.5781 | Layer 1 | Epoch 2  |
|          4200 |    28167.8438 | Layer 1 | Epoch 2  |
|          4300 |    28093.1133 | Layer 1 | Epoch 2  |
|          4400 |    27913.2031 | Layer 1 | Epoch 2  |
|          4500 |    27743.1641 | Layer 1 | Epoch 2  |
|          4600 |    27916.7402 | Layer 1 | Epoch 2  |
|          4700 |    27626.0664 | Layer 1 | Epoch 2  |
|          4800 |    27576.9141 | Layer 1 | Epoch 2  |
|          4900 |    27629.4180 | Layer 1 | Epoch 2  |
|          5000 |    27525.0742 | Layer 1 | Epoch 2  |
|          5100 |    27698.7441 | Layer 1 | Epoch 2  |
|          5200 |    27204.0352 | Layer 1 | Epoch 2  |
|          5300 |    27390.2559 | Layer 1 | Epoch 2  |
|          5400 |    27027.1719 | Layer 1 | Epoch 2  |
|          5500 |    27390.7227 | Layer 1 | Epoch 2  |
|          5600 |    27044.4277 | Layer 1 | Epoch 2  |
|          5700 |    27231.8672 | Layer 1 | Epoch 2  |
|          5800 |    27027.0957 | Layer 1 | Epoch 2  |
|          5900 |    27105.0625 | Layer 1 | Epoch 2  |
|          6000 |    26646.2812 | Layer 1 | Epoch 2  |
|          6100 |    26805.8027 | Layer 1 | Epoch 2  |
|          6200 |    26538.4941 | Layer 1 | Epoch 3  |
|          6300 |    27007.3965 | Layer 1 | Epoch 3  |
|          6400 |    26684.6445 | Layer 1 | Epoch 3  |
|          6500 |    26362.7051 | Layer 1 | Epoch 3  |
|          6600 |    26582.9824 | Layer 1 | Epoch 3  |
|          6700 |    26433.2891 | Layer 1 | Epoch 3  |
|          6800 |    26648.2812 | Layer 1 | Epoch 3  |
|          6900 |    26352.7363 | Layer 1 | Epoch 3  |
|          7000 |    26481.7910 | Layer 1 | Epoch 3  |
|          7100 |    26347.3809 | Layer 1 | Epoch 3  |
|          7200 |    26334.1582 | Layer 1 | Epoch 3  |
|          7300 |    25964.7754 | Layer 1 | Epoch 3  |
|          7400 |    26036.5840 | Layer 1 | Epoch 3  |
|          7500 |    26138.4219 | Layer 1 | Epoch 3  |
|          7600 |    26018.6426 | Layer 1 | Epoch 3  |
|          7700 |    26001.0762 | Layer 1 | Epoch 3  |
|          7800 |    25981.1816 | Layer 1 | Epoch 3  |
|          7900 |    25966.0820 | Layer 1 | Epoch 3  |
|          8000 |    25868.1562 | Layer 1 | Epoch 3  |
|          8100 |    25711.6328 | Layer 1 | Epoch 3  |
|          8200 |    25749.4141 | Layer 1 | Epoch 3  |
|          8300 |    25720.5820 | Layer 1 | Epoch 3  |
|          8400 |    25715.5547 | Layer 1 | Epoch 3  |
|          8500 |    25739.9160 | Layer 1 | Epoch 3  |
|          8600 |    25699.2402 | Layer 1 | Epoch 3  |
|          8700 |    25460.7969 | Layer 1 | Epoch 3  |
|          8800 |    25484.7617 | Layer 1 | Epoch 3  |
|          8900 |    25650.4570 | Layer 1 | Epoch 3  |
|          9000 |    25558.1914 | Layer 1 | Epoch 3  |
|          9100 |    25431.6016 | Layer 1 | Epoch 3  |
|          9200 |    25215.9023 | Layer 1 | Epoch 3  |
|          9300 |    25617.6211 | Layer 1 | Epoch 4  |
|          9400 |    25314.6348 | Layer 1 | Epoch 4  |
|          9500 |    25328.4453 | Layer 1 | Epoch 4  |
|          9600 |    25313.9453 | Layer 1 | Epoch 4  |
|          9700 |    25143.8359 | Layer 1 | Epoch 4  |
|          9800 |    25280.1406 | Layer 1 | Epoch 4  |
|          9900 |    25091.4102 | Layer 1 | Epoch 4  |
|         10000 |    24982.8125 | Layer 1 | Epoch 4  |
|         10100 |    25007.9492 | Layer 1 | Epoch 4  |
|         10200 |    24968.4082 | Layer 1 | Epoch 4  |
|         10300 |    24866.0703 | Layer 1 | Epoch 4  |
|         10400 |    24637.7656 | Layer 1 | Epoch 4  |
|         10500 |    24904.0586 | Layer 1 | Epoch 4  |
|         10600 |    24653.3984 | Layer 1 | Epoch 4  |
|         10700 |    24956.1309 | Layer 1 | Epoch 4  |
|         10800 |    24703.8301 | Layer 1 | Epoch 4  |
|         10900 |    24685.7148 | Layer 1 | Epoch 4  |
|         11000 |    24687.9062 | Layer 1 | Epoch 4  |
|         11100 |    24442.3945 | Layer 1 | Epoch 4  |
|         11200 |    24563.7578 | Layer 1 | Epoch 4  |
|         11300 |    24481.0352 | Layer 1 | Epoch 4  |
|         11400 |    24345.3203 | Layer 1 | Epoch 4  |
|         11500 |    24648.3555 | Layer 1 | Epoch 4  |
|         11600 |    24468.8633 | Layer 1 | Epoch 4  |
|         11700 |    24209.9980 | Layer 1 | Epoch 4  |
|         11800 |    24175.3086 | Layer 1 | Epoch 4  |
|         11900 |    24481.7461 | Layer 1 | Epoch 4  |
|         12000 |    24283.5332 | Layer 1 | Epoch 4  |
|         12100 |    24291.0977 | Layer 1 | Epoch 4  |
|         12200 |    24274.4961 | Layer 1 | Epoch 4  |
|         12300 |    23945.7734 | Layer 1 | Epoch 4  |
|         12400 |    24084.4180 | Layer 1 | Epoch 5  |
|         12500 |    23979.0059 | Layer 1 | Epoch 5  |
|         12600 |    23806.7422 | Layer 1 | Epoch 5  |
|         12700 |    23880.3906 | Layer 1 | Epoch 5  |
|         12800 |    23591.7637 | Layer 1 | Epoch 5  |
|         12900 |    23909.8516 | Layer 1 | Epoch 5  |
|         13000 |    24031.7383 | Layer 1 | Epoch 5  |
|         13100 |    23799.9180 | Layer 1 | Epoch 5  |
|         13200 |    23940.9414 | Layer 1 | Epoch 5  |
|         13300 |    23755.2969 | Layer 1 | Epoch 5  |
|         13400 |    23703.5527 | Layer 1 | Epoch 5  |
|         13500 |    23747.8301 | Layer 1 | Epoch 5  |
|         13600 |    23706.7676 | Layer 1 | Epoch 5  |
|         13700 |    23713.3340 | Layer 1 | Epoch 5  |
|         13800 |    23744.3535 | Layer 1 | Epoch 5  |
|         13900 |    23693.2031 | Layer 1 | Epoch 5  |
|         14000 |    23691.8691 | Layer 1 | Epoch 5  |
|         14100 |    23949.9219 | Layer 1 | Epoch 5  |
|         14200 |    23475.1113 | Layer 1 | Epoch 5  |
|         14300 |    23739.7383 | Layer 1 | Epoch 5  |
|         14400 |    23367.3320 | Layer 1 | Epoch 5  |
|         14500 |    23369.0391 | Layer 1 | Epoch 5  |
|         14600 |    23530.6602 | Layer 1 | Epoch 5  |
|         14700 |    23376.3438 | Layer 1 | Epoch 5  |
|         14800 |    23455.5254 | Layer 1 | Epoch 5  |
|         14900 |    23409.3652 | Layer 1 | Epoch 5  |
|         15000 |    23107.9648 | Layer 1 | Epoch 5  |
|         15100 |    23482.5371 | Layer 1 | Epoch 5  |
|         15200 |    23297.7969 | Layer 1 | Epoch 5  |
|         15300 |    23275.6094 | Layer 1 | Epoch 5  |
|         15400 |    23061.9648 | Layer 1 | Epoch 5  |
|         15500 |    23317.0293 | Layer 1 | Epoch 6  |
|         15600 |    23280.3203 | Layer 1 | Epoch 6  |
|         15700 |    23158.4258 | Layer 1 | Epoch 6  |
|         15800 |    23127.1660 | Layer 1 | Epoch 6  |
|         15900 |    22989.5000 | Layer 1 | Epoch 6  |
|         16000 |    23387.4180 | Layer 1 | Epoch 6  |
|         16100 |    23044.1289 | Layer 1 | Epoch 6  |
|         16200 |    22991.8711 | Layer 1 | Epoch 6  |
|         16300 |    22845.5391 | Layer 1 | Epoch 6  |
|         16400 |    22879.2539 | Layer 1 | Epoch 6  |
|         16500 |    23117.2363 | Layer 1 | Epoch 6  |
|         16600 |    22910.9043 | Layer 1 | Epoch 6  |
|         16700 |    22879.5234 | Layer 1 | Epoch 6  |
|         16800 |    22806.2969 | Layer 1 | Epoch 6  |
|         16900 |    22783.0293 | Layer 1 | Epoch 6  |
|         17000 |    22865.0938 | Layer 1 | Epoch 6  |
|         17100 |    22765.7734 | Layer 1 | Epoch 6  |
|         17200 |    23058.6289 | Layer 1 | Epoch 6  |
|         17300 |    22736.0195 | Layer 1 | Epoch 6  |
|         17400 |    22823.3164 | Layer 1 | Epoch 6  |
|         17500 |    23100.5762 | Layer 1 | Epoch 6  |
|         17600 |    22537.4199 | Layer 1 | Epoch 6  |
|         17700 |    22482.1113 | Layer 1 | Epoch 6  |
|         17800 |    22802.7246 | Layer 1 | Epoch 6  |
|         17900 |    22755.4434 | Layer 1 | Epoch 6  |
|         18000 |    22628.5703 | Layer 1 | Epoch 6  |
|         18100 |    22424.3535 | Layer 1 | Epoch 6  |
|         18200 |    22326.1895 | Layer 1 | Epoch 6  |
|         18300 |    22623.1387 | Layer 1 | Epoch 6  |
|         18400 |    22406.7227 | Layer 1 | Epoch 6  |
|         18500 |    22378.9492 | Layer 1 | Epoch 6  |
|         18600 |    22787.3398 | Layer 1 | Epoch 7  |
|         18700 |    22268.0977 | Layer 1 | Epoch 7  |
|         18800 |    22644.4336 | Layer 1 | Epoch 7  |
|         18900 |    22707.6348 | Layer 1 | Epoch 7  |
|         19000 |    22259.5957 | Layer 1 | Epoch 7  |
|         19100 |    22413.6250 | Layer 1 | Epoch 7  |
|         19200 |    22382.9844 | Layer 1 | Epoch 7  |
|         19300 |    22189.7754 | Layer 1 | Epoch 7  |
|         19400 |    22234.1602 | Layer 1 | Epoch 7  |
|         19500 |    22171.2617 | Layer 1 | Epoch 7  |
|         19600 |    22362.9766 | Layer 1 | Epoch 7  |
|         19700 |    22195.8750 | Layer 1 | Epoch 7  |
|         19800 |    22422.4961 | Layer 1 | Epoch 7  |
|         19900 |    21776.6016 | Layer 1 | Epoch 7  |
|         20000 |    22161.8047 | Layer 1 | Epoch 7  |
|         20100 |    22301.6348 | Layer 1 | Epoch 7  |
|         20200 |    22214.2246 | Layer 1 | Epoch 7  |
|         20300 |    21966.9043 | Layer 1 | Epoch 7  |
|         20400 |    22068.6914 | Layer 1 | Epoch 7  |
|         20500 |    22207.3809 | Layer 1 | Epoch 7  |
|         20600 |    22051.2656 | Layer 1 | Epoch 7  |
|         20700 |    22273.7793 | Layer 1 | Epoch 7  |
|         20800 |    22075.2129 | Layer 1 | Epoch 7  |
|         20900 |    21894.1973 | Layer 1 | Epoch 7  |
|         21000 |    22102.3730 | Layer 1 | Epoch 7  |
|         21100 |    22072.4492 | Layer 1 | Epoch 7  |
|         21200 |    21535.4941 | Layer 1 | Epoch 7  |
|         21300 |    21869.8223 | Layer 1 | Epoch 7  |
|         21400 |    21887.0078 | Layer 1 | Epoch 7  |
|         21500 |    22004.9941 | Layer 1 | Epoch 7  |
|         21600 |    21711.8652 | Layer 1 | Epoch 7  |
