I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB
major: 6 minor: 0 memoryClockRate (GHz) 1.3285
pciBusID 0000:03:00.0
Total memory: 15.89GiB
Free memory: 15.61GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:03:00.0)
['S04', 'S05', 'S01']
['S03']
['S02']
Loading images  ../dataset/*.jpeg ['S04', 'S05', 'S01']
Number of images: 18600
Number of rows: 256
Number of cols: 256
Dataset array size:  (18600, 256, 256, 1)
Loading images  ../dataset/*.jpeg ['S03']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
Loading images  ../dataset/*.jpeg ['S02']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(18600, 256, 256, 1)
(6200, 256, 256, 1)
(6200, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45578.0859 | Layer 1 | Epoch 1  |
|           100 |    43649.0977 | Layer 1 | Epoch 1  |
|           200 |    40699.9570 | Layer 1 | Epoch 1  |
|           300 |    38727.4414 | Layer 1 | Epoch 1  |
|           400 |    37178.9102 | Layer 1 | Epoch 1  |
|           500 |    36165.2031 | Layer 1 | Epoch 1  |
|           600 |    35678.5117 | Layer 1 | Epoch 1  |
|           700 |    34714.5938 | Layer 1 | Epoch 1  |
|           800 |    34633.6836 | Layer 1 | Epoch 1  |
|           900 |    33981.4141 | Layer 1 | Epoch 1  |
|          1000 |    33617.7539 | Layer 1 | Epoch 1  |
|          1100 |    33228.9648 | Layer 1 | Epoch 1  |
|          1200 |    32926.9219 | Layer 1 | Epoch 1  |
|          1300 |    32544.3398 | Layer 1 | Epoch 1  |
|          1400 |    32279.5664 | Layer 1 | Epoch 1  |
|          1500 |    31907.1074 | Layer 1 | Epoch 1  |
|          1600 |    32143.8906 | Layer 1 | Epoch 1  |
|          1700 |    31813.1426 | Layer 1 | Epoch 1  |
|          1800 |    31410.8906 | Layer 1 | Epoch 1  |
|          1900 |    31370.9609 | Layer 1 | Epoch 1  |
|          2000 |    30949.8809 | Layer 1 | Epoch 1  |
|          2100 |    31370.1660 | Layer 1 | Epoch 1  |
|          2200 |    31159.4512 | Layer 1 | Epoch 1  |
|          2300 |    30794.1719 | Layer 1 | Epoch 1  |
|          2400 |    30515.9688 | Layer 1 | Epoch 1  |
|          2500 |    30604.5742 | Layer 1 | Epoch 1  |
|          2600 |    30473.3145 | Layer 1 | Epoch 1  |
|          2700 |    30356.3223 | Layer 1 | Epoch 1  |
|          2800 |    30424.6777 | Layer 1 | Epoch 1  |
|          2900 |    30186.9688 | Layer 1 | Epoch 1  |
|          3000 |    30156.5098 | Layer 1 | Epoch 1  |
|          3100 |    29761.8086 | Layer 1 | Epoch 1  |
|          3200 |    30180.8398 | Layer 1 | Epoch 1  |
|          3300 |    30055.0039 | Layer 1 | Epoch 1  |
|          3400 |    29793.5723 | Layer 1 | Epoch 1  |
|          3500 |    29600.2891 | Layer 1 | Epoch 1  |
|          3600 |    29405.4961 | Layer 1 | Epoch 1  |
|          3700 |    29141.6719 | Layer 1 | Epoch 1  |
|          3800 |    29871.7676 | Layer 1 | Epoch 1  |
|          3900 |    29426.1562 | Layer 1 | Epoch 1  |
|          4000 |    29367.3672 | Layer 1 | Epoch 1  |
|          4100 |    29014.0664 | Layer 1 | Epoch 1  |
|          4200 |    28903.7793 | Layer 1 | Epoch 1  |
|          4300 |    29179.4199 | Layer 1 | Epoch 1  |
|          4400 |    28779.1055 | Layer 1 | Epoch 1  |
|          4500 |    28691.8164 | Layer 1 | Epoch 1  |
|          4600 |    28621.5098 | Layer 1 | Epoch 1  |
|          4700 |    28691.5352 | Layer 1 | Epoch 1  |
|          4800 |    28542.8984 | Layer 1 | Epoch 1  |
|          4900 |    28413.2910 | Layer 1 | Epoch 1  |
|          5000 |    28268.1797 | Layer 1 | Epoch 1  |
|          5100 |    28162.5859 | Layer 1 | Epoch 1  |
|          5200 |    28531.7168 | Layer 1 | Epoch 1  |
|          5300 |    28094.3535 | Layer 1 | Epoch 1  |
|          5400 |    27948.3945 | Layer 1 | Epoch 1  |
|          5500 |    27936.2422 | Layer 1 | Epoch 1  |
|          5600 |    27957.6816 | Layer 1 | Epoch 1  |
|          5700 |    28088.8555 | Layer 1 | Epoch 1  |
|          5800 |    27679.4668 | Layer 1 | Epoch 1  |
|          5900 |    27874.3789 | Layer 1 | Epoch 1  |
|          6000 |    27738.8086 | Layer 1 | Epoch 1  |
|          6100 |    27772.8516 | Layer 1 | Epoch 1  |
|          6200 |    27642.9805 | Layer 1 | Epoch 1  |
|          6300 |    27580.2754 | Layer 1 | Epoch 1  |
|          6400 |    27448.8516 | Layer 1 | Epoch 1  |
|          6500 |    27598.1504 | Layer 1 | Epoch 1  |
|          6600 |    27159.7070 | Layer 1 | Epoch 1  |
|          6700 |    27415.8965 | Layer 1 | Epoch 1  |
|          6800 |    27430.6992 | Layer 1 | Epoch 1  |
|          6900 |    27077.0723 | Layer 1 | Epoch 1  |
|          7000 |    27393.0312 | Layer 1 | Epoch 1  |
|          7100 |    27234.8711 | Layer 1 | Epoch 1  |
|          7200 |    27039.2891 | Layer 1 | Epoch 1  |
|          7300 |    27067.2578 | Layer 1 | Epoch 1  |
|          7400 |    26969.2812 | Layer 1 | Epoch 1  |
|          7500 |    27001.2305 | Layer 1 | Epoch 1  |
|          7600 |    26995.8828 | Layer 1 | Epoch 1  |
|          7700 |    26864.6328 | Layer 1 | Epoch 1  |
|          7800 |    26526.6055 | Layer 1 | Epoch 1  |
|          7900 |    26519.2832 | Layer 1 | Epoch 1  |
|          8000 |    26753.6680 | Layer 1 | Epoch 1  |
|          8100 |    26462.5859 | Layer 1 | Epoch 1  |
|          8200 |    26528.8984 | Layer 1 | Epoch 1  |
|          8300 |    26539.7695 | Layer 1 | Epoch 1  |
|          8400 |    26555.2695 | Layer 1 | Epoch 1  |
|          8500 |    26487.0625 | Layer 1 | Epoch 1  |
|          8600 |    26103.4453 | Layer 1 | Epoch 1  |
|          8700 |    26193.0391 | Layer 1 | Epoch 1  |
|          8800 |    26012.8086 | Layer 1 | Epoch 1  |
|          8900 |    26473.9258 | Layer 1 | Epoch 1  |
|          9000 |    26079.2441 | Layer 1 | Epoch 1  |
|          9100 |    25965.9375 | Layer 1 | Epoch 1  |
|          9200 |    25876.6172 | Layer 1 | Epoch 1  |
|          9300 |    25865.4434 | Layer 1 | Epoch 1  |
|          9400 |    26065.5918 | Layer 1 | Epoch 1  |
|          9500 |    25728.9609 | Layer 1 | Epoch 1  |
|          9600 |    25890.4902 | Layer 1 | Epoch 1  |
|          9700 |    26035.1641 | Layer 1 | Epoch 1  |
|          9800 |    25579.4844 | Layer 1 | Epoch 1  |
|          9900 |    25629.5566 | Layer 1 | Epoch 1  |
|         10000 |    25579.4121 | Layer 1 | Epoch 1  |
|         10100 |    25282.8613 | Layer 1 | Epoch 1  |
|         10200 |    25447.6055 | Layer 1 | Epoch 1  |
|         10300 |    25412.5020 | Layer 1 | Epoch 1  |
|         10400 |    25336.7773 | Layer 1 | Epoch 1  |
|         10500 |    25372.8633 | Layer 1 | Epoch 1  |
