I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:925] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: GeForce 940MX
major: 5 minor: 0 memoryClockRate (GHz) 0.8605
pciBusID 0000:01:00.0
Total memory: 1.96GiB
Free memory: 1.63GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: GeForce 940MX, pci bus id: 0000:01:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45440.2812 | Layer 1 | Epoch 1  |
|           100 |    45106.3984 | Layer 1 | Epoch 1  |
|           200 |    44632.0312 | Layer 1 | Epoch 1  |
|           300 |    44161.4336 | Layer 1 | Epoch 1  |
|           400 |    43693.4062 | Layer 1 | Epoch 1  |
|           500 |    43287.0156 | Layer 1 | Epoch 1  |
|           600 |    42871.7109 | Layer 1 | Epoch 1  |
|           700 |    42425.6562 | Layer 1 | Epoch 1  |
|           800 |    42020.5352 | Layer 1 | Epoch 1  |
|           900 |    41632.0859 | Layer 1 | Epoch 1  |
|          1000 |    41294.8242 | Layer 1 | Epoch 1  |
|          1100 |    40934.7578 | Layer 1 | Epoch 1  |
|          1200 |    40573.9531 | Layer 1 | Epoch 1  |
|          1300 |    40240.2812 | Layer 1 | Epoch 1  |
|          1400 |    40106.6953 | Layer 1 | Epoch 1  |
|          1500 |    39595.2734 | Layer 1 | Epoch 1  |
|          1600 |    39335.1016 | Layer 1 | Epoch 1  |
|          1700 |    39150.6680 | Layer 1 | Epoch 1  |
|          1800 |    38817.3711 | Layer 1 | Epoch 1  |
|          1900 |    38593.1836 | Layer 1 | Epoch 1  |
|          2000 |    38257.2383 | Layer 1 | Epoch 1  |
|          2100 |    37991.4062 | Layer 1 | Epoch 1  |
|          2200 |    37851.2148 | Layer 1 | Epoch 1  |
|          2300 |    37623.4922 | Layer 1 | Epoch 1  |
|          2400 |    37375.9258 | Layer 1 | Epoch 1  |
|          2500 |    37087.9102 | Layer 1 | Epoch 1  |
|          2600 |    36956.5508 | Layer 1 | Epoch 1  |
|          2700 |    36689.5469 | Layer 1 | Epoch 1  |
|          2800 |    36341.1562 | Layer 1 | Epoch 1  |
|          2900 |    36225.2578 | Layer 1 | Epoch 1  |
|          3000 |    36201.0664 | Layer 1 | Epoch 1  |
|          3100 |    36138.5977 | Layer 1 | Epoch 2  |
|          3200 |    35628.4531 | Layer 1 | Epoch 2  |
|          3300 |    35608.3320 | Layer 1 | Epoch 2  |
|          3400 |    35439.4102 | Layer 1 | Epoch 2  |
|          3500 |    35228.4219 | Layer 1 | Epoch 2  |
|          3600 |    35200.6406 | Layer 1 | Epoch 2  |
|          3700 |    34985.2188 | Layer 1 | Epoch 2  |
|          3800 |    35003.6445 | Layer 1 | Epoch 2  |
|          3900 |    34595.1602 | Layer 1 | Epoch 2  |
|          4000 |    34535.1719 | Layer 1 | Epoch 2  |
|          4100 |    34355.9023 | Layer 1 | Epoch 2  |
|          4200 |    34296.6758 | Layer 1 | Epoch 2  |
|          4300 |    34138.7539 | Layer 1 | Epoch 2  |
|          4400 |    33743.0781 | Layer 1 | Epoch 2  |
|          4500 |    33953.8789 | Layer 1 | Epoch 2  |
|          4600 |    33712.4609 | Layer 1 | Epoch 2  |
|          4700 |    33777.4648 | Layer 1 | Epoch 2  |
|          4800 |    33472.3477 | Layer 1 | Epoch 2  |
|          4900 |    33398.1719 | Layer 1 | Epoch 2  |
|          5000 |    33189.1602 | Layer 1 | Epoch 2  |
|          5100 |    33052.8594 | Layer 1 | Epoch 2  |
|          5200 |    33112.1914 | Layer 1 | Epoch 2  |
|          5300 |    32831.5039 | Layer 1 | Epoch 2  |
|          5400 |    32864.0430 | Layer 1 | Epoch 2  |
|          5500 |    32664.7773 | Layer 1 | Epoch 2  |
|          5600 |    32583.6328 | Layer 1 | Epoch 2  |
|          5700 |    32461.7578 | Layer 1 | Epoch 2  |
|          5800 |    32469.7734 | Layer 1 | Epoch 2  |
|          5900 |    32381.1875 | Layer 1 | Epoch 2  |
|          6000 |    32016.0938 | Layer 1 | Epoch 2  |
|          6100 |    32041.4453 | Layer 1 | Epoch 2  |
|          6200 |    32115.3496 | Layer 1 | Epoch 3  |
|          6300 |    31849.4668 | Layer 1 | Epoch 3  |
|          6400 |    31604.3672 | Layer 1 | Epoch 3  |
|          6500 |    31868.8848 | Layer 1 | Epoch 3  |
|          6600 |    31569.8594 | Layer 1 | Epoch 3  |
|          6700 |    31552.2344 | Layer 1 | Epoch 3  |
|          6800 |    31395.2500 | Layer 1 | Epoch 3  |
|          6900 |    31429.4648 | Layer 1 | Epoch 3  |
|          7000 |    31536.0957 | Layer 1 | Epoch 3  |
|          7100 |    31148.1074 | Layer 1 | Epoch 3  |
|          7200 |    31179.8223 | Layer 1 | Epoch 3  |
|          7300 |    31267.2539 | Layer 1 | Epoch 3  |
|          7400 |    31053.0293 | Layer 1 | Epoch 3  |
|          7500 |    30934.7109 | Layer 1 | Epoch 3  |
|          7600 |    30917.2344 | Layer 1 | Epoch 3  |
|          7700 |    30744.2461 | Layer 1 | Epoch 3  |
|          7800 |    30798.3516 | Layer 1 | Epoch 3  |
|          7900 |    30643.9414 | Layer 1 | Epoch 3  |
|          8000 |    30786.1035 | Layer 1 | Epoch 3  |
|          8100 |    30256.8633 | Layer 1 | Epoch 3  |
|          8200 |    30583.0332 | Layer 1 | Epoch 3  |
|          8300 |    30223.0586 | Layer 1 | Epoch 3  |
|          8400 |    30341.3652 | Layer 1 | Epoch 3  |
|          8500 |    30248.0195 | Layer 1 | Epoch 3  |
|          8600 |    30564.5508 | Layer 1 | Epoch 3  |
|          8700 |    30250.0820 | Layer 1 | Epoch 3  |
|          8800 |    30116.3125 | Layer 1 | Epoch 3  |
|          8900 |    29673.6914 | Layer 1 | Epoch 3  |
|          9000 |    29879.5977 | Layer 1 | Epoch 3  |
|          9100 |    29820.4395 | Layer 1 | Epoch 3  |
|          9200 |    29737.5039 | Layer 1 | Epoch 3  |
