I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:925] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: GeForce 940MX
major: 5 minor: 0 memoryClockRate (GHz) 0.8605
pciBusID 0000:01:00.0
Total memory: 1.96GiB
Free memory: 1.63GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: GeForce 940MX, pci bus id: 0000:01:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45435.4609 | Layer 1 | Epoch 1  |
|           100 |    45090.8516 | Layer 1 | Epoch 1  |
|           200 |    44613.8633 | Layer 1 | Epoch 1  |
|           300 |    44122.2070 | Layer 1 | Epoch 1  |
|           400 |    43651.5469 | Layer 1 | Epoch 1  |
|           500 |    43282.0820 | Layer 1 | Epoch 1  |
|           600 |    42826.0156 | Layer 1 | Epoch 1  |
|           700 |    42435.9727 | Layer 1 | Epoch 1  |
|           800 |    41997.2500 | Layer 1 | Epoch 1  |
|           900 |    41652.2422 | Layer 1 | Epoch 1  |
|          1000 |    41304.9531 | Layer 1 | Epoch 1  |
|          1100 |    40887.6992 | Layer 1 | Epoch 1  |
|          1200 |    40535.3242 | Layer 1 | Epoch 1  |
|          1300 |    40167.1875 | Layer 1 | Epoch 1  |
|          1400 |    39844.1484 | Layer 1 | Epoch 1  |
|          1500 |    39759.2148 | Layer 1 | Epoch 1  |
|          1600 |    39325.7969 | Layer 1 | Epoch 1  |
|          1700 |    39026.6602 | Layer 1 | Epoch 1  |
|          1800 |    38802.0312 | Layer 1 | Epoch 1  |
|          1900 |    38439.2734 | Layer 1 | Epoch 1  |
|          2000 |    38289.4688 | Layer 1 | Epoch 1  |
|          2100 |    38099.2422 | Layer 1 | Epoch 1  |
|          2200 |    37788.8633 | Layer 1 | Epoch 1  |
|          2300 |    37625.0156 | Layer 1 | Epoch 1  |
|          2400 |    37335.5859 | Layer 1 | Epoch 1  |
|          2500 |    37062.0352 | Layer 1 | Epoch 1  |
|          2600 |    36749.1875 | Layer 1 | Epoch 1  |
|          2700 |    36806.3125 | Layer 1 | Epoch 1  |
|          2800 |    36642.3633 | Layer 1 | Epoch 1  |
|          2900 |    36305.7812 | Layer 1 | Epoch 1  |
|          3000 |    36174.2969 | Layer 1 | Epoch 1  |
|          3100 |    35911.8594 | Layer 1 | Epoch 2  |
|          3200 |    35518.5625 | Layer 1 | Epoch 2  |
|          3300 |    35623.3125 | Layer 1 | Epoch 2  |
|          3400 |    35248.4336 | Layer 1 | Epoch 2  |
