I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB
major: 6 minor: 0 memoryClockRate (GHz) 1.3285
pciBusID 0000:82:00.0
Total memory: 15.89GiB
Free memory: 15.34GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    46149.5078 | Layer 1 | Epoch 1  |
|           100 |    38015.2188 | Layer 1 | Epoch 1  |
|           200 |    34045.5859 | Layer 1 | Epoch 1  |
|           300 |    32636.5566 | Layer 1 | Epoch 1  |
|           400 |    31485.1152 | Layer 1 | Epoch 1  |
|           500 |    30810.7500 | Layer 1 | Epoch 1  |
|           600 |    30601.6582 | Layer 1 | Epoch 1  |
|           700 |    30420.8262 | Layer 1 | Epoch 1  |
|           800 |    29857.6602 | Layer 1 | Epoch 1  |
|           900 |    29973.0312 | Layer 1 | Epoch 1  |
|          1000 |    29499.5449 | Layer 1 | Epoch 1  |
|          1100 |    29127.6035 | Layer 1 | Epoch 1  |
|          1200 |    28881.8672 | Layer 1 | Epoch 1  |
|          1300 |    28855.2266 | Layer 1 | Epoch 1  |
|          1400 |    28738.4062 | Layer 1 | Epoch 1  |
|          1500 |    28521.8848 | Layer 1 | Epoch 1  |
|          1600 |    28380.5234 | Layer 1 | Epoch 1  |
|          1700 |    28556.7129 | Layer 1 | Epoch 1  |
|          1800 |    28406.6523 | Layer 1 | Epoch 1  |
|          1900 |    28100.4961 | Layer 1 | Epoch 1  |
|          2000 |    28162.5547 | Layer 1 | Epoch 1  |
|          2100 |    28032.7559 | Layer 1 | Epoch 1  |
|          2200 |    27835.9648 | Layer 1 | Epoch 1  |
|          2300 |    27617.4141 | Layer 1 | Epoch 1  |
|          2400 |    27425.1133 | Layer 1 | Epoch 1  |
|          2500 |    27364.3711 | Layer 1 | Epoch 1  |
|          2600 |    27471.1660 | Layer 1 | Epoch 1  |
|          2700 |    27131.4688 | Layer 1 | Epoch 1  |
|          2800 |    26975.0449 | Layer 1 | Epoch 1  |
|          2900 |    26963.6758 | Layer 1 | Epoch 1  |
|          3000 |    26980.3828 | Layer 1 | Epoch 1  |
|          3100 |    26785.5742 | Layer 1 | Epoch 2  |
|          3200 |    26592.0215 | Layer 1 | Epoch 2  |
|          3300 |    26573.9629 | Layer 1 | Epoch 2  |
|          3400 |    26668.3848 | Layer 1 | Epoch 2  |
|          3500 |    26635.2051 | Layer 1 | Epoch 2  |
|          3600 |    26451.9219 | Layer 1 | Epoch 2  |
|          3700 |    26392.1035 | Layer 1 | Epoch 2  |
|          3800 |    26349.5684 | Layer 1 | Epoch 2  |
|          3900 |    26155.1348 | Layer 1 | Epoch 2  |
|          4000 |    26151.2812 | Layer 1 | Epoch 2  |
|          4100 |    26116.0508 | Layer 1 | Epoch 2  |
|          4200 |    26156.4062 | Layer 1 | Epoch 2  |
|          4300 |    26026.6484 | Layer 1 | Epoch 2  |
|          4400 |    25723.6133 | Layer 1 | Epoch 2  |
|          4500 |    25890.0254 | Layer 1 | Epoch 2  |
|          4600 |    25821.2227 | Layer 1 | Epoch 2  |
|          4700 |    25654.6309 | Layer 1 | Epoch 2  |
|          4800 |    25555.1973 | Layer 1 | Epoch 2  |
|          4900 |    25645.8301 | Layer 1 | Epoch 2  |
|          5000 |    25708.9531 | Layer 1 | Epoch 2  |
|          5100 |    25413.2168 | Layer 1 | Epoch 2  |
|          5200 |    25438.9180 | Layer 1 | Epoch 2  |
|          5300 |    25349.6914 | Layer 1 | Epoch 2  |
|          5400 |    25055.2012 | Layer 1 | Epoch 2  |
|          5500 |    25194.0352 | Layer 1 | Epoch 2  |
|          5600 |    25271.5547 | Layer 1 | Epoch 2  |
|          5700 |    25346.0234 | Layer 1 | Epoch 2  |
|          5800 |    25000.2051 | Layer 1 | Epoch 2  |
|          5900 |    25061.7930 | Layer 1 | Epoch 2  |
|          6000 |    24751.3398 | Layer 1 | Epoch 2  |
|          6100 |    24750.8457 | Layer 1 | Epoch 2  |
|          6200 |    24529.2109 | Layer 1 | Epoch 3  |
|          6300 |    25019.3320 | Layer 1 | Epoch 3  |
|          6400 |    24585.9199 | Layer 1 | Epoch 3  |
|          6500 |    24450.8320 | Layer 1 | Epoch 3  |
|          6600 |    24326.9414 | Layer 1 | Epoch 3  |
|          6700 |    24613.4082 | Layer 1 | Epoch 3  |
|          6800 |    24277.3652 | Layer 1 | Epoch 3  |
|          6900 |    24556.0801 | Layer 1 | Epoch 3  |
|          7000 |    24394.2129 | Layer 1 | Epoch 3  |
|          7100 |    24222.9746 | Layer 1 | Epoch 3  |
