I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB
major: 6 minor: 0 memoryClockRate (GHz) 1.3285
pciBusID 0000:82:00.0
Total memory: 15.89GiB
Free memory: 15.34GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    46055.4336 | Layer 1 | Epoch 1  |
|           100 |    38090.5781 | Layer 1 | Epoch 1  |
|           200 |    33828.3477 | Layer 1 | Epoch 1  |
|           300 |    32437.5547 | Layer 1 | Epoch 1  |
|           400 |    31327.4219 | Layer 1 | Epoch 1  |
|           500 |    30962.8633 | Layer 1 | Epoch 1  |
|           600 |    30309.8496 | Layer 1 | Epoch 1  |
|           700 |    30510.3262 | Layer 1 | Epoch 1  |
|           800 |    29912.5176 | Layer 1 | Epoch 1  |
|           900 |    29642.9512 | Layer 1 | Epoch 1  |
|          1000 |    29312.9336 | Layer 1 | Epoch 1  |
|          1100 |    29564.8184 | Layer 1 | Epoch 1  |
|          1200 |    28935.8105 | Layer 1 | Epoch 1  |
|          1300 |    29161.8125 | Layer 1 | Epoch 1  |
|          1400 |    28726.9102 | Layer 1 | Epoch 1  |
|          1500 |    28451.0586 | Layer 1 | Epoch 1  |
|          1600 |    28622.6875 | Layer 1 | Epoch 1  |
|          1700 |    28315.6660 | Layer 1 | Epoch 1  |
|          1800 |    28288.1504 | Layer 1 | Epoch 1  |
|          1900 |    28109.5996 | Layer 1 | Epoch 1  |
|          2000 |    28021.1074 | Layer 1 | Epoch 1  |
|          2100 |    27758.1719 | Layer 1 | Epoch 1  |
|          2200 |    27609.6465 | Layer 1 | Epoch 1  |
|          2300 |    27390.3750 | Layer 1 | Epoch 1  |
|          2400 |    27533.2402 | Layer 1 | Epoch 1  |
|          2500 |    27546.3945 | Layer 1 | Epoch 1  |
|          2600 |    27350.4688 | Layer 1 | Epoch 1  |
|          2700 |    27258.2266 | Layer 1 | Epoch 1  |
|          2800 |    27171.0566 | Layer 1 | Epoch 1  |
|          2900 |    26904.6348 | Layer 1 | Epoch 1  |
|          3000 |    26924.3477 | Layer 1 | Epoch 1  |
|          3100 |    26622.3770 | Layer 1 | Epoch 2  |
|          3200 |    26645.5176 | Layer 1 | Epoch 2  |
|          3300 |    26499.1992 | Layer 1 | Epoch 2  |
|          3400 |    26555.6445 | Layer 1 | Epoch 2  |
|          3500 |    26510.5996 | Layer 1 | Epoch 2  |
|          3600 |    26594.8633 | Layer 1 | Epoch 2  |
|          3700 |    26423.7207 | Layer 1 | Epoch 2  |
|          3800 |    26037.1914 | Layer 1 | Epoch 2  |
|          3900 |    26061.0430 | Layer 1 | Epoch 2  |
|          4000 |    25931.7266 | Layer 1 | Epoch 2  |
|          4100 |    26169.4551 | Layer 1 | Epoch 2  |
|          4200 |    26046.3633 | Layer 1 | Epoch 2  |
|          4300 |    25645.7656 | Layer 1 | Epoch 2  |
|          4400 |    25924.0898 | Layer 1 | Epoch 2  |
|          4500 |    25884.2305 | Layer 1 | Epoch 2  |
|          4600 |    25424.7695 | Layer 1 | Epoch 2  |
|          4700 |    25556.8906 | Layer 1 | Epoch 2  |
|          4800 |    25737.5195 | Layer 1 | Epoch 2  |
|          4900 |    25503.3262 | Layer 1 | Epoch 2  |
|          5000 |    25351.7578 | Layer 1 | Epoch 2  |
|          5100 |    25375.1406 | Layer 1 | Epoch 2  |
|          5200 |    25486.6562 | Layer 1 | Epoch 2  |
|          5300 |    25195.7461 | Layer 1 | Epoch 2  |
|          5400 |    25070.5156 | Layer 1 | Epoch 2  |
