I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so locally
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB
major: 6 minor: 0 memoryClockRate (GHz) 1.3285
pciBusID 0000:82:00.0
Total memory: 15.89GiB
Free memory: 15.61GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
['S01']
[]
[]
Loading images  ../dataset/*.jpeg ['S01']
Number of images: 6200
Number of rows: 256
Number of cols: 256
Dataset array size:  (6200, 256, 256, 1)
(3100, 256, 256, 1)
(1550, 256, 256, 1)
(1550, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45517.2734 | Layer 1 | Epoch 1  |
|           100 |    43854.6953 | Layer 1 | Epoch 1  |
|           200 |    41599.6250 | Layer 1 | Epoch 1  |
|           300 |    39567.8711 | Layer 1 | Epoch 1  |
|           400 |    38120.3516 | Layer 1 | Epoch 1  |
|           500 |    37006.6406 | Layer 1 | Epoch 1  |
|           600 |    36160.2969 | Layer 1 | Epoch 1  |
|           700 |    35326.7500 | Layer 1 | Epoch 1  |
|           800 |    34544.5352 | Layer 1 | Epoch 1  |
|           900 |    34266.7891 | Layer 1 | Epoch 1  |
|          1000 |    33986.9336 | Layer 1 | Epoch 1  |
|          1100 |    33788.0039 | Layer 1 | Epoch 1  |
|          1200 |    33084.5703 | Layer 1 | Epoch 1  |
|          1300 |    32805.3828 | Layer 1 | Epoch 1  |
|          1400 |    32756.0312 | Layer 1 | Epoch 1  |
|          1500 |    32271.3652 | Layer 1 | Epoch 1  |
|          1600 |    32124.8281 | Layer 1 | Epoch 1  |
|          1700 |    32080.4648 | Layer 1 | Epoch 1  |
|          1800 |    31923.8574 | Layer 1 | Epoch 1  |
|          1900 |    31519.4453 | Layer 1 | Epoch 1  |
|          2000 |    31181.1270 | Layer 1 | Epoch 1  |
|          2100 |    31406.2637 | Layer 1 | Epoch 1  |
|          2200 |    31330.0312 | Layer 1 | Epoch 1  |
|          2300 |    30518.3750 | Layer 1 | Epoch 1  |
|          2400 |    30683.2715 | Layer 1 | Epoch 1  |
|          2500 |    30482.2422 | Layer 1 | Epoch 1  |
|          2600 |    30350.6113 | Layer 1 | Epoch 1  |
|          2700 |    30579.5781 | Layer 1 | Epoch 1  |
|          2800 |    30473.3633 | Layer 1 | Epoch 1  |
|          2900 |    30018.2578 | Layer 1 | Epoch 1  |
|          3000 |    30060.1934 | Layer 1 | Epoch 1  |
|          3100 |    29994.2715 | Layer 1 | Epoch 2  |
|          3200 |    30124.8027 | Layer 1 | Epoch 2  |
|          3300 |    29621.7305 | Layer 1 | Epoch 2  |
|          3400 |    29932.8066 | Layer 1 | Epoch 2  |
|          3500 |    29873.1191 | Layer 1 | Epoch 2  |
|          3600 |    29943.2832 | Layer 1 | Epoch 2  |
|          3700 |    29367.8770 | Layer 1 | Epoch 2  |
|          3800 |    29364.3008 | Layer 1 | Epoch 2  |
|          3900 |    29690.6719 | Layer 1 | Epoch 2  |
|          4000 |    28974.0059 | Layer 1 | Epoch 2  |
|          4100 |    29330.1406 | Layer 1 | Epoch 2  |
|          4200 |    29063.4805 | Layer 1 | Epoch 2  |
|          4300 |    29467.1543 | Layer 1 | Epoch 2  |
|          4400 |    29062.1191 | Layer 1 | Epoch 2  |
|          4500 |    28942.2559 | Layer 1 | Epoch 2  |
|          4600 |    28444.8672 | Layer 1 | Epoch 2  |
|          4700 |    28903.9199 | Layer 1 | Epoch 2  |
|          4800 |    28862.5684 | Layer 1 | Epoch 2  |
|          4900 |    28540.2285 | Layer 1 | Epoch 2  |
|          5000 |    28606.3457 | Layer 1 | Epoch 2  |
|          5100 |    28445.6582 | Layer 1 | Epoch 2  |
|          5200 |    28322.6875 | Layer 1 | Epoch 2  |
|          5300 |    28540.3164 | Layer 1 | Epoch 2  |
|          5400 |    28199.9375 | Layer 1 | Epoch 2  |
|          5500 |    28056.8184 | Layer 1 | Epoch 2  |
|          5600 |    28293.9453 | Layer 1 | Epoch 2  |
|          5700 |    28008.9922 | Layer 1 | Epoch 2  |
|          5800 |    27995.7578 | Layer 1 | Epoch 2  |
|          5900 |    28131.1211 | Layer 1 | Epoch 2  |
|          6000 |    28277.9844 | Layer 1 | Epoch 2  |
|          6100 |    27800.7910 | Layer 1 | Epoch 2  |
|          6200 |    27851.8926 | Layer 1 | Epoch 3  |
|          6300 |    27501.2227 | Layer 1 | Epoch 3  |
|          6400 |    27623.4023 | Layer 1 | Epoch 3  |
|          6500 |    27384.8965 | Layer 1 | Epoch 3  |
|          6600 |    27322.8008 | Layer 1 | Epoch 3  |
|          6700 |    27763.2715 | Layer 1 | Epoch 3  |
|          6800 |    27233.0840 | Layer 1 | Epoch 3  |
|          6900 |    27588.7793 | Layer 1 | Epoch 3  |
|          7000 |    27457.0977 | Layer 1 | Epoch 3  |
|          7100 |    27044.1797 | Layer 1 | Epoch 3  |
|          7200 |    27157.7051 | Layer 1 | Epoch 3  |
|          7300 |    27167.2578 | Layer 1 | Epoch 3  |
|          7400 |    27097.0000 | Layer 1 | Epoch 3  |
|          7500 |    26899.7695 | Layer 1 | Epoch 3  |
|          7600 |    27029.7695 | Layer 1 | Epoch 3  |
|          7700 |    27144.3164 | Layer 1 | Epoch 3  |
|          7800 |    27147.4961 | Layer 1 | Epoch 3  |
|          7900 |    27011.7402 | Layer 1 | Epoch 3  |
|          8000 |    26677.4102 | Layer 1 | Epoch 3  |
|          8100 |    26788.6133 | Layer 1 | Epoch 3  |
|          8200 |    27050.3145 | Layer 1 | Epoch 3  |
|          8300 |    26865.1582 | Layer 1 | Epoch 3  |
|          8400 |    26544.3047 | Layer 1 | Epoch 3  |
|          8500 |    26637.0156 | Layer 1 | Epoch 3  |
|          8600 |    26968.7285 | Layer 1 | Epoch 3  |
|          8700 |    26682.0000 | Layer 1 | Epoch 3  |
|          8800 |    26691.0996 | Layer 1 | Epoch 3  |
|          8900 |    26533.9863 | Layer 1 | Epoch 3  |
|          9000 |    26619.3945 | Layer 1 | Epoch 3  |
|          9100 |    26392.6055 | Layer 1 | Epoch 3  |
|          9200 |    26475.5078 | Layer 1 | Epoch 3  |
|          9300 |    26944.0410 | Layer 1 | Epoch 4  |
|          9400 |    26323.0078 | Layer 1 | Epoch 4  |
|          9500 |    26117.2969 | Layer 1 | Epoch 4  |
|          9600 |    26268.8672 | Layer 1 | Epoch 4  |
|          9700 |    26341.7617 | Layer 1 | Epoch 4  |
|          9800 |    26324.1562 | Layer 1 | Epoch 4  |
|          9900 |    26055.9082 | Layer 1 | Epoch 4  |
|         10000 |    26042.9473 | Layer 1 | Epoch 4  |
|         10100 |    26024.7109 | Layer 1 | Epoch 4  |
|         10200 |    25919.7715 | Layer 1 | Epoch 4  |
|         10300 |    25764.3926 | Layer 1 | Epoch 4  |
|         10400 |    25829.3984 | Layer 1 | Epoch 4  |
|         10500 |    25776.5527 | Layer 1 | Epoch 4  |
|         10600 |    25895.2969 | Layer 1 | Epoch 4  |
|         10700 |    25615.8633 | Layer 1 | Epoch 4  |
|         10800 |    25723.0098 | Layer 1 | Epoch 4  |
|         10900 |    25908.4883 | Layer 1 | Epoch 4  |
|         11000 |    25863.8984 | Layer 1 | Epoch 4  |
|         11100 |    25855.8613 | Layer 1 | Epoch 4  |
|         11200 |    25394.5039 | Layer 1 | Epoch 4  |
|         11300 |    25551.4609 | Layer 1 | Epoch 4  |
|         11400 |    25548.6641 | Layer 1 | Epoch 4  |
|         11500 |    25525.0352 | Layer 1 | Epoch 4  |
|         11600 |    25497.5508 | Layer 1 | Epoch 4  |
|         11700 |    25562.0332 | Layer 1 | Epoch 4  |
|         11800 |    25396.4863 | Layer 1 | Epoch 4  |
|         11900 |    25471.7734 | Layer 1 | Epoch 4  |
|         12000 |    25277.5430 | Layer 1 | Epoch 4  |
|         12100 |    24980.6211 | Layer 1 | Epoch 4  |
|         12200 |    25122.5234 | Layer 1 | Epoch 4  |
|         12300 |    25232.8711 | Layer 1 | Epoch 4  |
|         12400 |    25055.4121 | Layer 1 | Epoch 5  |
|         12500 |    24940.4727 | Layer 1 | Epoch 5  |
|         12600 |    25174.8008 | Layer 1 | Epoch 5  |
|         12700 |    25120.0410 | Layer 1 | Epoch 5  |
|         12800 |    25596.8633 | Layer 1 | Epoch 5  |
|         12900 |    24807.5312 | Layer 1 | Epoch 5  |
|         13000 |    24934.8633 | Layer 1 | Epoch 5  |
|         13100 |    24837.8945 | Layer 1 | Epoch 5  |
|         13200 |    24957.5176 | Layer 1 | Epoch 5  |
|         13300 |    24563.8379 | Layer 1 | Epoch 5  |
|         13400 |    24724.3418 | Layer 1 | Epoch 5  |
|         13500 |    24696.6562 | Layer 1 | Epoch 5  |
|         13600 |    24793.8711 | Layer 1 | Epoch 5  |
|         13700 |    24828.3672 | Layer 1 | Epoch 5  |
|         13800 |    24606.8457 | Layer 1 | Epoch 5  |
|         13900 |    24898.2852 | Layer 1 | Epoch 5  |
|         14000 |    24851.8047 | Layer 1 | Epoch 5  |
|         14100 |    24337.5742 | Layer 1 | Epoch 5  |
|         14200 |    24653.7246 | Layer 1 | Epoch 5  |
|         14300 |    24988.3164 | Layer 1 | Epoch 5  |
|         14400 |    24630.9961 | Layer 1 | Epoch 5  |
|         14500 |    24436.9902 | Layer 1 | Epoch 5  |
|         14600 |    24391.6289 | Layer 1 | Epoch 5  |
|         14700 |    24721.3027 | Layer 1 | Epoch 5  |
|         14800 |    24451.3164 | Layer 1 | Epoch 5  |
|         14900 |    24421.4180 | Layer 1 | Epoch 5  |
|         15000 |    24426.5195 | Layer 1 | Epoch 5  |
|         15100 |    24198.8730 | Layer 1 | Epoch 5  |
|         15200 |    24203.4570 | Layer 1 | Epoch 5  |
|         15300 |    24266.1777 | Layer 1 | Epoch 5  |
|         15400 |    24573.7012 | Layer 1 | Epoch 5  |
|         15500 |    24250.9023 | Layer 1 | Epoch 6  |
|         15600 |    23973.1387 | Layer 1 | Epoch 6  |
|         15700 |    24051.8145 | Layer 1 | Epoch 6  |
|         15800 |    23754.9727 | Layer 1 | Epoch 6  |
|         15900 |    24113.4453 | Layer 1 | Epoch 6  |
|         16000 |    24017.3574 | Layer 1 | Epoch 6  |
|         16100 |    24069.2148 | Layer 1 | Epoch 6  |
|         16200 |    24094.4414 | Layer 1 | Epoch 6  |
|         16300 |    23965.0762 | Layer 1 | Epoch 6  |
|         16400 |    24195.2656 | Layer 1 | Epoch 6  |
|         16500 |    24159.1094 | Layer 1 | Epoch 6  |
|         16600 |    23746.2773 | Layer 1 | Epoch 6  |
|         16700 |    23786.6895 | Layer 1 | Epoch 6  |
|         16800 |    23786.6426 | Layer 1 | Epoch 6  |
|         16900 |    23936.0840 | Layer 1 | Epoch 6  |
|         17000 |    23839.1230 | Layer 1 | Epoch 6  |
|         17100 |    23734.9102 | Layer 1 | Epoch 6  |
|         17200 |    23982.9375 | Layer 1 | Epoch 6  |
|         17300 |    23639.0078 | Layer 1 | Epoch 6  |
|         17400 |    23574.8906 | Layer 1 | Epoch 6  |
|         17500 |    23822.0371 | Layer 1 | Epoch 6  |
|         17600 |    23847.8223 | Layer 1 | Epoch 6  |
|         17700 |    23725.5957 | Layer 1 | Epoch 6  |
|         17800 |    23451.0469 | Layer 1 | Epoch 6  |
|         17900 |    23944.5469 | Layer 1 | Epoch 6  |
